Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,31.11,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1.97,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,10.25,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,251.94,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.79,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,15.06,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,0.59,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,19.7,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,9.85,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.64,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,39.4,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,42.02,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.82,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,30.52,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,19,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,2.05,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,10.25,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,80.78,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,2.05,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.62,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,57.13,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.82,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,24.34,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.02,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,57.13,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.82,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,23.32,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,2.05,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.21,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,40.19,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,3.94,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.39,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,60.26,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,4.1,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,19.7,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,7500,11/19/25,The Hudson Firm Llc,Castle Pines,CO,80108,Consultant & Professional Services,
Governor,"MARX, VICTOR",Republican,4.1,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,41.02,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,229.9,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,39.4,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,2.05,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,57.13,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,12500,11/20/25,Campaign Catalyst,Pueblo West,CO,81007,Consultant & Professional Services,"Nucleus, Field Consulting, Grid"
Governor,"MARX, VICTOR",Republican,2500,11/20/25,Gregory Carlson Prp Llc,Canon City,CO,81212,Consultant & Professional Services,Campaign Compliance
Governor,"MARX, VICTOR",Republican,60,11/20/25,7-Eleven,Colorado Springs,CO,80924,"Food, Beverages and Meals",
Governor,"MARX, VICTOR",Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,24.34,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,104.69,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,4.1,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,168.95,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,10.25,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,59.44,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,29.74,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,15.06,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,28.93,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,24.34,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,146.01,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,15.26,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,5.41,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,23.32,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1520.97,11/21/25,Rathbone Hotel,Montrose,CO,81401,Travel & Lodging,
