committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
MAKE GREAT CHOICES PAC,Political Committee,300.0,2024-10-29 00:00:00,Committee To Elect Marc Snyder,Manitou Springs,CO,80829,Contributions,
SAINT VRAIN VALLEY EDUCATION ASSOCIATION (SVVEA) FUND-SMALL DONOR COMMITTEE (SVVEA FUND-SMALL DONOR,Small Donor Committee,40.45,2025-10-29 00:00:00,,,,,Office Equipment & Supplies,Purchase Of Paper Checks
YARA LEADERSHIP FUND,Political Committee,150.0,2024-10-30 00:00:00,Meghan Lukens For Colorado,Redacted By Sos,CO,99999,Contributions,
COLORADO LEAGUE OF CHARTER SCHOOLS ACTION SMALL DONOR COMMITTEE (CLCS ACTION SDC),Small Donor Committee,-10.0,2025-10-30 00:00:00,Firstbank,Denver,CO,80203,Returned Expenditure,Partial Refund Of Service Charge
COMMUNICATIONS WORKERS OF AMERICA COMMITTEE ON POLITICAL EDUCATION - POLITICAL CONTRIBUTIONS COMMITT,Political Committee,400.0,2025-10-30 00:00:00,Durrell For Centennial City Council,Centennial,CO,80015,Contributions,Contribution
COMMUNICATIONS WORKERS OF AMERICA COMMITTEE ON POLITICAL EDUCATION - POLITICAL CONTRIBUTIONS COMMITT,Political Committee,400.0,2025-10-30 00:00:00,Ashish  Vaidya,Redacted By Sos,CO,99999,Contributions,Contribution
COMMUNICATIONS WORKERS OF AMERICA COMMITTEE ON POLITICAL EDUCATION - POLITICAL CONTRIBUTIONS COMMITT,Political Committee,400.0,2025-10-30 00:00:00,Cindy Sandhu For Centennial City Council,Centennial,CO,80121,Contributions,Contribution
COMMUNICATIONS WORKERS OF AMERICA COMMITTEE ON POLITICAL EDUCATION - POLITICAL CONTRIBUTIONS COMMITT,Political Committee,400.0,2025-10-30 00:00:00,Sweetland For Centennial,Centennial,CO,80161,Contributions,Contribution
DCTA FUND (FORMERLY POLITICAL ACTION COMMITTEE),Small Donor Committee,2334.0,2025-10-30 00:00:00,Monica For Denver,Redacted By Sos,CO,99999,Contributions,In Kinding For Campaign Management Services
DCTA FUND (FORMERLY POLITICAL ACTION COMMITTEE),Small Donor Committee,2334.0,2025-10-30 00:00:00,Amy 4 Denver,Denver,CO,80220,Contributions,Inkinding For Campaign Management Services
DCTA FUND (FORMERLY POLITICAL ACTION COMMITTEE),Small Donor Committee,2334.0,2025-10-30 00:00:00,Dj For Denver,Denver,CO,80224,Contributions,Inkinding For Campaign Management Services
DCTA FUND (FORMERLY POLITICAL ACTION COMMITTEE),Small Donor Committee,7002.0,2025-10-30 00:00:00,Brian  Courtney,Denver,CO,80246,Consultant & Professional Services,Campaign Management
"EVERYTOWN FOR GUN SAFETY ACTION FUND, INC. PAC (EVERYTOWN PAC)",Political Committee,250.0,2025-10-30 00:00:00,Deann Bucher For Boulder Valley School Board Committee,Louisville,CO,80027,Contributions,Contribution
POUDRE EDUCATION ASSOCIATION FOR CHILDREN AND PUBLIC EDUCATION,Small Donor Committee,3300.0,2025-10-30 00:00:00,Jonah  Salehi,Fort Collins,CO,80521,Employee Services,Campaign Manager
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1700.0,2025-10-30 00:00:00,Charles 4 D11,Colorado Springs,CO,80910,Other,In-Kind For Digital Ads
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1700.0,2025-10-30 00:00:00,Elect Michael Carsten,Redacted By Sos,CO,99999,Other,In-Kind For Digital Ads
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1700.0,2025-10-30 00:00:00,Leann 4 D11,Colorado Springs,CO,80903,Other,In-Kind For Digital Ads
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1000.0,2025-10-30 00:00:00,Charles 4 D11,Colorado Springs,CO,80910,Other,In-Kind For Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1000.0,2025-10-30 00:00:00,Leann 4 D11,Colorado Springs,CO,80903,Other,In-Kind For Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1000.0,2025-10-30 00:00:00,Elect Michael Carsten,Redacted By Sos,CO,99999,Other,In-Kind For Campaign Management
PROGRESSIVE VALUES SDC,Small Donor Committee,8.0,2020-10-31 00:00:00,First Bank,Denver,CO,80222,Bank Fees,Bank Fees For July-October 2020
COLORADO CLEANTECH PAC,Political Committee,10.0,2024-10-31 00:00:00,Wells Fargo,Denver,CO,80202,Bank Fees,Bank Fees
GREENCO PC,Political Committee,5.0,2024-10-31 00:00:00,Firstbank,Glendale,CO,80246,Bank Fees,Entered Late Because The Bank Said They Weren'T Going To Charge Us And Then Did.
MAKE GREAT CHOICES PAC,Political Committee,450.0,2024-10-31 00:00:00,Kolker For Colorado,Centennial,CO,80122,Contributions,
MAKE GREAT CHOICES PAC,Political Committee,450.0,2024-10-31 00:00:00,Coloradans For Cole Buerger,Glenwood Springs,CO,81601,Contributions,
ADAMS EDUCATORS FOR PUBLIC EDUCATION,Small Donor Committee,5.0,2025-10-31 00:00:00,,,,,Bank Fees,Bank Fee
COLORADO DEMOCRATIC PARTY,Political Party Committee,2.0,2025-10-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,8.0,2025-10-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,2.0,2025-10-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
ODOPAC,Political Committee,2.0,2025-10-31 00:00:00,First Bank,Thornton,CO,80233,Bank Fees,
MAKE GREAT CHOICES PAC,Political Committee,200.0,2024-11-01 00:00:00,Jody For Larimer County Commissioner,Loveland,CO,80537,Contributions,
WEST METRO FIRE FIGHTERS SMALL DONOR COMMITTEE,Small Donor Committee,1500.0,2025-11-01 00:00:00,Duran For Colorado,Superior,CO,80027,Contributions,Campaign Contribution
YARA LEADERSHIP FUND,Political Committee,50.22,2024-11-02 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,1.0,2025-11-02 00:00:00,Actblue Technical Services,Somerville,MA,02144,Other,Cc Processing Fee
COLORADO DEMOCRATIC PARTY,Political Party Committee,30.85,2025-11-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,53.83,2025-11-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,0.28,2025-11-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,37.5,2025-11-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,450.0,2025-11-03 00:00:00,Numero,Irvine,CA,92618,Other,Software License Fee
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,36.6,2025-11-03 00:00:00,Atlassian (Jira),Mountain View,CA,94041,Advertising,Jira S/W Monthly Fee
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,1.09,2025-11-03 00:00:00,Us Bank,Parker,CO,80134,Other,Cc Processing Fee
COLORADO BIOSCIENCE PAC,Political Committee,20.0,2024-11-04 00:00:00,Wells Fargo Bank,Denver,CO,80203,Bank Fees,
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,75.46,2024-11-04 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,30.0,2024-11-04 00:00:00,Firstbank,Denver,CO,80203,Bank Fees,
MAKE GREAT CHOICES PAC,Political Committee,200.0,2024-11-04 00:00:00,Wyatt For Larimer,Wellington,CO,80549,Contributions,
MAKE GREAT CHOICES PAC,Political Committee,450.0,2024-11-04 00:00:00,Mckeen For Colorado,Loveland,CO,80538,Contributions,
MESA VALLEY EDUCATION ASSOCIATION SDC,Small Donor Committee,485.4,2025-11-04 00:00:00,Chesca  Smotherman,Carbondale,CO,81623,Other,"Reimbursement For In Kind For Donation For Vicki Woods For D51 School Board, Kaci Cole For D51 School Board, And Mike Rathbone For D51.  The Payee Paid For Postage And Flyers For These Candidates And This Is Documenting The Reimbursement To Her."
COLORADO CLEANTECH PAC,Political Committee,200.0,2024-11-05 00:00:00,Jenny Willford For Colorado,Northglenn,CO,80234,Contributions,Jenny Wilford Campaign
FRIENDS OF JUNIE JOSEPH LEADERSHIP FUND,Political Committee,19.8,2024-11-05 00:00:00,First Bank,Boulder,CO,80303,Bank Fees,
MAKE GREAT CHOICES PAC,Political Committee,200.0,2024-11-05 00:00:00,Committee To Elect Gordon Mclaughlin,Redacted By Sos,CO,80000,Contributions,
ADAMS EDUCATORS FOR PUBLIC EDUCATION,Small Donor Committee,77.89,2025-11-05 00:00:00,,,,,Other,Intuit
COLORADO DEMOCRATIC PARTY,Political Party Committee,88.33,2025-11-05 00:00:00,Google,Mountain View,CA,94043,Miscellaneous,Software License Fee
COLORADO DEMOCRATIC PARTY,Political Party Committee,131.27,2025-11-05 00:00:00,Google,Mountain View,CA,94043,Miscellaneous,Software License Fee
COLORADO DEMOCRATIC PARTY,Political Party Committee,2726.17,2025-11-05 00:00:00,Nicholas  Paprocki,Thornton,CO,80229,Employee Services,Salary
COLORADO DEMOCRATIC PARTY,Political Party Committee,1127.88,2025-11-05 00:00:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,1277.9,2025-11-05 00:00:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,2594.41,2025-11-05 00:00:00,Chris P Rork,Denver,CO,80222,Employee Services,Salary
DCTA FUND (FORMERLY POLITICAL ACTION COMMITTEE),Small Donor Committee,1167.0,2025-11-05 00:00:00,Monica For Denver,Redacted By Sos,CO,99999,Contributions,Inkinding For Campaign Management Services
DCTA FUND (FORMERLY POLITICAL ACTION COMMITTEE),Small Donor Committee,1167.0,2025-11-05 00:00:00,Amy 4 Denver,Denver,CO,80220,Contributions,Inkinding For Campaign Management Services
DCTA FUND (FORMERLY POLITICAL ACTION COMMITTEE),Small Donor Committee,1167.0,2025-11-05 00:00:00,Dj For Denver,Denver,CO,80224,Contributions,Inkinding For Campaign Management Services
COLORADO DEMOCRATIC PARTY,Political Party Committee,240.0,2025-11-06 00:00:00,Rocky Mountain Wild,Denver,CO,80202,Entertainment,Event Tickets
COLORADO DEMOCRATIC PARTY,Political Party Committee,15.0,2025-11-06 00:00:00,Rocky Mountain Wild,Denver,CO,80202,Entertainment,Event Ticket
DCTA FUND (FORMERLY POLITICAL ACTION COMMITTEE),Small Donor Committee,3501.0,2025-11-06 00:00:00,Brian  Courtney,Denver,CO,80246,Consultant & Professional Services,Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1250.0,2025-11-06 00:00:00,Tommy Farrell For Pueblo D60 School Board,Pueblo,CO,81003,Other,In-Kind For Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1250.0,2025-11-06 00:00:00,Committee To Elect Rae Carnevale For D60 School Board,Pueblo,CO,81004,Other,In-Kind For Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1250.0,2025-11-06 00:00:00,Mark Emery For D70 School Board,Pueblo,CO,81006,Other,In-Kind For Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1250.0,2025-11-06 00:00:00,Michelle Erickson For Pueblo,Pueblo,CO,81007,Other,In-Kind For Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1000.0,2025-11-06 00:00:00,Starr For Students,Henderson,CO,80640-9360,Other,In-Kind For Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1000.0,2025-11-06 00:00:00,Ashley Conn For 27J,Commerce City,CO,80022,Other,In-Kind For Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1000.0,2025-11-06 00:00:00,Ramon Alvarado For 27J,Commerce City,CO,80022,Other,In-Kind For Campaign Management
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,1000.0,2025-11-06 00:00:00,Together With Tracie,Thornton,CO,80602,Other,In-Kind For Campaign Management
APPLE ORCHARD LEADERSHIP,Political Committee,278.55,2025-11-07 00:00:00,Galt Strategies,Grand Prairie,TX,75050,Consultant & Professional Services,Consulting And Strategic Services
COLORADO DEMOCRATIC PARTY,Political Party Committee,116.61,2025-11-07 00:00:00,Acova,Denver,CO,80211,"Food, Beverages and Meals",Food And Beverage
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,30.0,2024-11-08 00:00:00,Canva,Austin,TX,78702,Office Equipment & Supplies,
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,30.0,2024-11-08 00:00:00,Firstbank,Denver,CO,80203,Bank Fees,
APPLE ORCHARD LEADERSHIP,Political Committee,100.0,2025-11-08 00:00:00,Alec J Wright,Colorado Springs,CO,80918,Consultant & Professional Services,Administrative Services
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,0.79,2025-11-09 00:00:00,Actblue Technical Services,Somerville,MA,02144,Other,Cc Processing Fees
ADAMS EDUCATORS FOR PUBLIC EDUCATION,Small Donor Committee,10000.0,2025-11-10 00:00:00,Ike For Adams 12 School Board,Redacted By Sos,CO,99999,Consultant & Professional Services,In-Kind Donation
ADAMS EDUCATORS FOR PUBLIC EDUCATION,Small Donor Committee,10000.0,2025-11-10 00:00:00,Amira Assad-Lucas For Adams 12 School Board,Thornton,CO,80229,Consultant & Professional Services,In Kind Donation
APPLE ORCHARD LEADERSHIP,Political Committee,100.0,2025-11-10 00:00:00,Garrett D Smith,Colorado Springs,CO,80917,Consultant & Professional Services,Administrative Services
EDIE HOOTON LEADERSHIP FUND,Political Committee,11.85,2024-11-12 00:00:00,Firstbank,Boulder,CO,80301,Bank Fees,
NURSES FOR POLITCAL ACTION IN COLORADO (N-PAC),Political Committee,100.0,2024-11-12 00:00:00,Iman  Jodeh,Redacted By Sos,CO,99999,Contributions,
COLORADO DEMOCRATIC PARTY,Political Party Committee,27.86,2025-11-12 00:00:00,Mailchimp,Atlanta,GA,30308,Other,Subscription Fee
MAKE GREAT CHOICES PAC,Political Committee,450.0,2024-11-13 00:00:00,Vote Vivian,Durango,CO,81301,Contributions,
MAKE GREAT CHOICES PAC,Political Committee,200.0,2024-11-13 00:00:00,Kristin For Larimer,Fort Collins,CO,80526,Contributions,
COLORADO DEMOCRATIC PARTY,Political Party Committee,37.09,2025-11-13 00:00:00,Zoom,San Jose,CA,95113,Other,Web Conferencing Services
PIKES PEAK SMALL DONOR COMMITTEE (PPSDC),Small Donor Committee,1000.0,2025-11-13 00:00:00,Scale To Win,San Francisco,CA,94105-2448,Consultant & Professional Services,Text
PIKES PEAK SMALL DONOR COMMITTEE (PPSDC),Small Donor Committee,166.67,2025-11-13 00:00:00,Elect Michael Carsten,Redacted By Sos,CO,99999,Consultant & Professional Services,
PIKES PEAK SMALL DONOR COMMITTEE (PPSDC),Small Donor Committee,166.67,2025-11-13 00:00:00,Leann 4 D11,Colorado Springs,CO,80903,Consultant & Professional Services,
PIKES PEAK SMALL DONOR COMMITTEE (PPSDC),Small Donor Committee,166.67,2025-11-13 00:00:00,Charles 4 D11,Colorado Springs,CO,80910,Consultant & Professional Services,
PIKES PEAK SMALL DONOR COMMITTEE (PPSDC),Small Donor Committee,166.67,2025-11-13 00:00:00,Elect Jenna Stites,Colorado Springs,CO,80924,Consultant & Professional Services,
PIKES PEAK SMALL DONOR COMMITTEE (PPSDC),Small Donor Committee,166.67,2025-11-13 00:00:00,Committee To Elect Ren…E Ludlam To D20,Colorado Springs,CO,80919,Consultant & Professional Services,
PIKES PEAK SMALL DONOR COMMITTEE (PPSDC),Small Donor Committee,166.67,2025-11-13 00:00:00,Committee To Elect Brandon Clark,Colorado Springs,CO,80908,Consultant & Professional Services,
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,500.0,2025-11-13 00:00:00,Charles 4 D11,Colorado Springs,CO,80910,Other,In-Kind For Walk Piece
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,500.0,2025-11-13 00:00:00,Leann 4 D11,Colorado Springs,CO,80903,Other,In-Kind For Walk Piece
PUBLIC EDUCATION COMMITTEE,Small Donor Committee,500.0,2025-11-13 00:00:00,Elect Michael Carsten,Redacted By Sos,CO,99999,Other,In-Kind For Walk Piece
COLORADO DEMOCRATIC PARTY,Political Party Committee,40.0,2025-11-14 00:00:00,Jefferson County Democratic Party,Lakewood,CO,80226,Other,Unlimited Transfer To Affiliated Committee
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,27.4,2025-11-14 00:00:00,Intuit Quickbooks,Mountain View,CA,94043,Fundraising Expenses,Monthly Fee
FOOTHILLS REPUBLICANS,Political Committee,550.0,2023-11-15 00:00:00,Jayson C Leyh,Denver,CO,80247,Other,Reimburse Jayson C. Leyh For November Meeting Expenses
APPROVAL VOTING PARTY,Political Party Committee,85.5,2024-11-16 00:00:00,Frank  Atwood,Littleton,CO,80120,"Food, Beverages and Meals",In Kind Donation
COLORADO DEMOCRATIC PARTY,Political Party Committee,26.5,2025-11-17 00:00:00,Squarespace,New York,NY,10014,Office Equipment & Supplies,Website Hosting Fee
COLORADO DEMOCRATIC PARTY,Political Party Committee,15.0,2025-11-17 00:00:00,,,,,Miscellaneous,Subscription
COLORADO DEMOCRATIC PARTY,Political Party Committee,2731.91,2025-11-19 00:00:00,Nicholas  Paprocki,Thornton,CO,80229,Employee Services,Salary
COLORADO DEMOCRATIC PARTY,Political Party Committee,1122.13,2025-11-19 00:00:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,1240.96,2025-11-19 00:00:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,2600.16,2025-11-19 00:00:00,Chris P Rork,Denver,CO,80222,Employee Services,Salary
SAINT VRAIN VALLEY EDUCATION ASSOCIATION (SVVEA) FUND-SMALL DONOR COMMITTEE (SVVEA FUND-SMALL DONOR,Small Donor Committee,10.0,2025-11-19 00:00:00,,,,,Other,Every Member Option Refund
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,2875.0,2025-11-20 00:00:00,Anne Keke For Kids,Aurora,CO,80017,Other,In Kind Consulting
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,2875.0,2025-11-20 00:00:00,Charrier,Aurora,CO,80018,Other,In Kind Consulting
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,2875.0,2025-11-20 00:00:00,Kristin For Aps,Aurora,CO,80017,Other,In Kind Consulting
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,2875.0,2025-11-20 00:00:00,Tramaine Duncan For School Board,Aurora,CO,80010,Other,In Kind Consulting
COLORADO DEMOCRATIC PARTY,Political Party Committee,63.9,2025-11-20 00:00:00,Aloy Thai - Capitol Hill,Denver,CO,80203,"Food, Beverages and Meals","Food, Beverage For Staff"
SAINT VRAIN VALLEY EDUCATION ASSOCIATION (SVVEA) FUND-SMALL DONOR COMMITTEE (SVVEA FUND-SMALL DONOR,Small Donor Committee,10.0,2025-11-20 00:00:00,,,,,Other,Every Member Option Refund
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,-450.0,2024-11-21 00:00:00,Kyle Mullica For Sd 24,Thornton,CO,80602,Contributions,Offset Due To Deletion Of Filed Item
SAINT VRAIN VALLEY EDUCATION ASSOCIATION (SVVEA) FUND-SMALL DONOR COMMITTEE (SVVEA FUND-SMALL DONOR,Small Donor Committee,20.0,2025-11-21 00:00:00,,,,,Other,Every Member Option Refund To Two Members
SAINT VRAIN VALLEY EDUCATION ASSOCIATION (SVVEA) FUND-SMALL DONOR COMMITTEE (SVVEA FUND-SMALL DONOR,Small Donor Committee,70.0,2025-11-21 00:00:00,,,,,Other,Every Member Option Refund To Seven Members
SAINT VRAIN VALLEY EDUCATION ASSOCIATION (SVVEA) FUND-SMALL DONOR COMMITTEE (SVVEA FUND-SMALL DONOR,Small Donor Committee,-160.0,2024-11-22 00:00:00,,,,,Other,Offset Due To Update Of Filed Item - Every Member Option Refunded To Sixteen Members
SAINT VRAIN VALLEY EDUCATION ASSOCIATION (SVVEA) FUND-SMALL DONOR COMMITTEE (SVVEA FUND-SMALL DONOR,Small Donor Committee,150.0,2024-11-22 00:00:00,,,,,Other,Every Member Option Refunded To Fifteen Members
YARA LEADERSHIP FUND,Political Committee,9.69,2024-11-24 00:00:00,Actblue,Somerville,MA,02144,Fundraising Expenses,
COLORADO DEMOCRATIC PARTY,Political Party Committee,120.66,2025-11-24 00:00:00,Mailchimp,Atlanta,GA,30308,Other,Subscription Fee
FIELDS FOR COLORADO LEADERSHIP FUND,Political Committee,0.99,2024-11-27 00:00:00,Actblue,Somerville,CO,02144,Fundraising Expenses,
LUNDEEN LEADERSHIP FUND,Political Committee,23.21,2024-11-27 00:00:00,Cardmember Services,Carol Stream,IL,60197,Miscellaneous,Payment To Credit Card
PRIDE ACTION COMMITTEE,Small Donor Committee,12.56,2025-11-27 00:00:00,Namecheap,Phoenix,AZ,85034,Office Equipment & Supplies,Webhosting
COLORADO DEMOCRATIC PARTY,Political Party Committee,2.0,2025-11-28 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,8.0,2025-11-28 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,2.0,2025-11-28 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO LEAGUE OF CHARTER SCHOOLS ACTION SMALL DONOR COMMITTEE (CLCS ACTION SDC),Small Donor Committee,12.0,2025-11-28 00:00:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
ODOPAC,Political Committee,2.0,2025-11-28 00:00:00,First Bank,Thornton,CO,80233,Bank Fees,
COLORADO CLEANTECH PAC,Political Committee,10.0,2024-11-29 00:00:00,Wells Fargo,Denver,CO,80202,Bank Fees,Bank Fees
GREENCO PC,Political Committee,5.0,2024-11-30 00:00:00,Firstbank,Glendale,CO,80246,Bank Fees,
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,0.8,2025-11-30 00:00:00,Actblue Technical Services,Somerville,MA,02144,Other,Cc Processing Fees
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,12.52,2024-12-01 00:00:00,Digital Ocean,New York,NY,10013,Miscellaneous,
COLORADO DEMOCRATIC PARTY,Political Party Committee,37.5,2025-12-01 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,450.0,2025-12-01 00:00:00,Numero,Irvine,CA,92618,Other,Software License Fee
COLORADO BIOSCIENCE PAC,Political Committee,20.0,2024-12-02 00:00:00,Wells Fargo Bank,Denver,CO,80203,Bank Fees,
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,87.46,2024-12-02 00:00:00,Google,Mountain View,CA,94043,Consultant & Professional Services,
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,-2500.0,2024-12-03 00:00:00,Colorado Democratic Party,Denver,CO,80203,Contributions,Offset Due To Update Of Filed Item - House Dems Petty Cash Fund Dues
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,2500.0,2024-12-03 00:00:00,House Dems Petty Cash Fund,Denver,CO,80203,Other,Caucus Dues - House Dems Petty Cash Fund .
COLORADO DEMOCRATIC PARTY,Political Party Committee,30.85,2025-12-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,53.83,2025-12-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,0.28,2025-12-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,398.96,2025-12-03 00:00:00,"United Airlines, Inc.",Chicago,IL,60666,Travel & Lodging,Airfare
COLORADO DEMOCRATIC PARTY,Political Party Committee,19.34,2025-12-03 00:00:00,"United Airlines, Inc.",Chicago,IL,60666,Travel & Lodging,Airfare
COLORADO DEMOCRATIC PARTY,Political Party Committee,24.71,2025-12-03 00:00:00,"United Airlines, Inc.",Chicago,IL,60666,Travel & Lodging,Airfare
COLORADO CHAMBER SMALL DONOR COMMITTEE,Small Donor Committee,-450.0,2024-12-04 00:00:00,Kyle Mullica For Sd 24,Thornton,CO,80602,Contributions,Offset Due To Deletion Of Filed Item
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,-34.0,2024-12-04 00:00:00,Atlassian (Jira),Mountain View,CA,94041,Advertising,Offset Due To Update Of Filed Item - Jira Web Service
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,34.0,2024-12-04 00:00:00,Atlassian (Jira),Mountain View,CA,94041,Advertising,Jira Web Service
COLORADO DEMOCRATIC PARTY,Political Party Committee,2726.17,2025-12-04 00:00:00,Nicholas  Paprocki,Thornton,CO,80229,Employee Services,Salary
COLORADO DEMOCRATIC PARTY,Political Party Committee,1127.87,2025-12-04 00:00:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,1209.34,2025-12-04 00:00:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,5.75,2025-12-04 00:00:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,2594.42,2025-12-04 00:00:00,Chris P Rork,Denver,CO,80222,Employee Services,Salary
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,36.6,2025-12-04 00:00:00,Atlassian (Jira),Mountain View,CA,94041,Advertising,Jira S/W Monthly Fee
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,1.09,2025-12-04 00:00:00,Us Bank,Parker,CO,80134,Other,Cc Processing Fee
18TH JD CRIMINAL JUSTICE FUND,Small Donor Committee,-300.0,2024-12-05 00:00:00,Amy Padden For District Attorney,Redacted By Sos,CO,80013,Contributions,Offset Due To Deletion Of Filed Item
"COLORADO CHIROPRACTIC PAC (CCA, CC-PAC)",Political Committee,193.65,2024-12-05 00:00:00,Affinipay,Austin,TX,78746,Bank Fees,
CENTENNIAL STATE PROSPERITY SMALL DONOR COMMITTEE,Small Donor Committee,-1000.0,2024-12-06 00:00:00,Committee To Elect Stephanie Vigil,Redacted By Sos,CO,99999,Returned Expenditure,Uncashed Check
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,33.81,2024-12-06 00:00:00,Twilio,San Francisco,CA,94105,Telephone,
FOOTHILLS REPUBLICANS,Political Committee,182.0,2024-12-06 00:00:00,Mary  Everson,Littleton,CO,80127,Other,Reimburse Mary Everson For Po Box Renewal
