District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 36,"CARTER, MICHAEL",71.13,2023-06-18 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",0.52,2025-06-20 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Transaction Fee
House District 36,"CARTER, MICHAEL",300.0,2025-06-20 00:00:00,Kenra  Haftel,Grand Junction,CO,81507,Advertising,Campaign Photography
House District 36,"CARTER, MICHAEL",100.0,2025-06-20 00:00:00,The University Club Of Denver,Denver,CO,80203,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",17.37,2025-06-20 00:00:00,Weglot,Paris,FR,75010,Advertising,Website Translation
House District 36,"CARTER, MICHAEL",40.0,2025-06-23 00:00:00,Jaden  Carter,Aurora,CO,80018,Consultant & Professional Services,Data Entry Services
House District 36,"CARTER, MICHAEL",47.41,2023-06-25 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",200.0,2025-06-26 00:00:00,Michael  Carter,Aurora,CO,80018,Travel & Lodging,Reimbursement For Travel
House District 36,"CARTER, MICHAEL",35.0,2025-06-26 00:00:00,Delta Air Lines,Atlanta,GA,30320,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",109.88,2023-06-30 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",14.99,2025-06-30 00:00:00,The Denver Post,Denver,CO,80216,Office Equipment & Supplies,Newspaper Subscription
House District 36,"CARTER, MICHAEL",15.92,2025-06-30 00:00:00,&Pizza,Sterling,VA,20166,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",62.21,2025-06-30 00:00:00,Tivoli Tap House,Denver,CO,80249,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",3.02,2025-06-30 00:00:00,Capital Supply Co.,Dulles,VA,20166,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",26.21,2025-06-30 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",5.65,2025-06-30 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",40.0,2025-06-30 00:00:00,United Airlines,Chicago,IL,60606,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",36.18,2025-06-30 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",33.0,2025-06-30 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",3.93,2025-06-30 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",0.72,2025-06-30 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",11.85,2023-07-02 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",57.77,2025-07-02 00:00:00,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,"Google Apps For Work, Email"
House District 36,"CARTER, MICHAEL",69.0,2025-07-07 00:00:00,Constant Contact,Loveland,CO,80538,Advertising,Email Marketing
House District 36,"CARTER, MICHAEL",6.93,2023-07-09 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",3.95,2023-07-16 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",11.85,2025-07-20 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",0.52,2025-07-21 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Transaction Fee
House District 36,"CARTER, MICHAEL",17.47,2025-07-21 00:00:00,Weglot,Paris,FR,75010,Advertising,Website Translation
House District 36,"CARTER, MICHAEL",14.82,2023-07-23 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",10.68,2025-07-27 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",2.97,2024-07-28 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",12.84,2023-07-30 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",14.99,2025-07-30 00:00:00,The Denver Post,Denver,CO,80216,Office Equipment & Supplies,Newspaper Subscription
House District 36,"CARTER, MICHAEL",10.0,2025-07-31 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Service Fee
House District 36,"CARTER, MICHAEL",0.72,2025-08-03 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",10.07,2024-08-04 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",69.72,2025-08-04 00:00:00,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,"Google Apps For Work, Email"
House District 36,"CARTER, MICHAEL",18.77,2023-08-06 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",69.0,2025-08-07 00:00:00,Constant Contact,Loveland,CO,80538,Advertising,Email Marketing
House District 36,"CARTER, MICHAEL",102.74,2025-08-10 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",9.29,2024-08-11 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",12.84,2023-08-13 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",25.68,2025-08-17 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",21.4,2025-08-18 00:00:00,Maverik Gas Station,Centennial,CO,80112,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",426.07,2025-08-18 00:00:00,Texas De Brazil,Denver,CO,80238,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",14.19,2025-08-18 00:00:00,7-Eleven,Aurora,CO,80015,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",111.89,2025-08-18 00:00:00,"Target, Inc.",Lakewood,CO,80401,Entertainment,Campaign Office Supplies
House District 36,"CARTER, MICHAEL",113.27,2025-08-18 00:00:00,Woody'S Wood-Fired Pizza,Golden,CO,80401,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",72.25,2025-08-18 00:00:00,King Soopers,Aurora,CO,80011,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",0.52,2025-08-19 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Transaction Fee
House District 36,"CARTER, MICHAEL",20.0,2025-08-19 00:00:00,G & E Liquors,Aurora,CO,80013,"Food, Beverages and Meals",Campaign Event Beverages
House District 36,"CARTER, MICHAEL",105.14,2025-08-19 00:00:00,"Microsoft, Inc.",Redmond,WA,98052,Office Equipment & Supplies,Office Suite
House District 36,"CARTER, MICHAEL",17.57,2025-08-19 00:00:00,Weglot,Paris,FR,75010,Advertising,Website Translation
House District 36,"CARTER, MICHAEL",2.97,2023-08-20 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",25.0,2025-08-20 00:00:00,"Amazon, Inc.",Seattle,WA,98109,Entertainment,Campaign Office Supplies
House District 36,"CARTER, MICHAEL",24.89,2025-08-21 00:00:00,"Amazon, Inc.",Seattle,WA,98109,Entertainment,Campaign Office Supplies
House District 36,"CARTER, MICHAEL",15.95,2025-08-21 00:00:00,Church'S Texas Chicken,Aurora,CO,80010,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",4.16,2025-08-21 00:00:00,The University Club Of Denver,Denver,CO,80203,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",13.6,2025-08-21 00:00:00,Twisters,Aurora,CO,80017,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",20.0,2025-08-22 00:00:00,G & E Liquors,Aurora,CO,80013,"Food, Beverages and Meals",Campaign Event Beverages
House District 36,"CARTER, MICHAEL",38.87,2025-08-22 00:00:00,Mc Liquor Aurora Co S585234141575420 Card 0014,Aurora,CO,80018,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",29.63,2025-08-24 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",60.0,2025-08-25 00:00:00,Jamie  Jackson,Aurora,CO,80044,"Food, Beverages and Meals",Lunch Split
House District 36,"CARTER, MICHAEL",20.0,2025-08-25 00:00:00,Junie  Joseph,Aurora,CO,80303,"Food, Beverages and Meals",Lunch Split
House District 36,"CARTER, MICHAEL",30.0,2025-08-25 00:00:00,Lisa  Feret,Arvada,CO,80003,"Food, Beverages and Meals",Lunch Split
House District 36,"CARTER, MICHAEL",9.56,2025-08-25 00:00:00,Chick-Fil-A,Denver,CO,80249,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",40.67,2025-08-25 00:00:00,Shell,Aurora,CO,80014,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",46.03,2025-08-25 00:00:00,The Home Depot,Aurora,CO,80015,Office Equipment & Supplies,Field Canvassing Materials
House District 36,"CARTER, MICHAEL",20.72,2025-08-25 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",2.5,2025-08-25 00:00:00,Englewood Parking,Englewood,CO,80110,Travel & Lodging,Parking For Campaign Event
House District 36,"CARTER, MICHAEL",1.75,2025-08-25 00:00:00,Englewood Parking,Englewood,CO,80110,Travel & Lodging,Parking For Campaign Event
House District 36,"CARTER, MICHAEL",10.13,2025-08-25 00:00:00,Mcdonald'S,Aurora,CO,80014,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",23.5,2025-08-26 00:00:00,Bourbon Grill,Denver,CO,80203,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",44.46,2023-08-27 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",23.03,2025-08-27 00:00:00,Sam'S No. 3 Glendale,Glendale,CO,80246,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",38.44,2025-08-27 00:00:00,7-Eleven,Aurora,CO,80015,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",39.15,2025-08-27 00:00:00,King Soopers,Glendale,CO,80246,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",14.99,2025-08-27 00:00:00,The Denver Post,Denver,CO,80216,Office Equipment & Supplies,Newspaper Subscription
House District 36,"CARTER, MICHAEL",13.02,2025-08-28 00:00:00,7-Eleven,Aurora,CO,80015,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",33.12,2025-08-29 00:00:00,Buc-Ee'S,Berthoud,CO,80513,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",20.8,2025-08-29 00:00:00,Buc-Ee'S,Berthoud,CO,80513,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",9.43,2025-08-29 00:00:00,Chick-Fil-A,Denver,CO,80249,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",17.96,2025-08-29 00:00:00,Schlotzsky'S,Greenwood Village,CO,80112,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",16.23,2025-08-29 00:00:00,Trail Head Tavern,Fort Collins,CO,80524,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",113.0,2025-08-29 00:00:00,United States Postal Service,Aurora,CO,80017,Office Equipment & Supplies,Stamps
House District 36,"CARTER, MICHAEL",0.72,2025-08-31 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",3.69,2024-09-01 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",100.0,2025-09-02 00:00:00,Murphy Creek Tavern,Aurora,CO,80018,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",113.45,2025-09-02 00:00:00,Safeway,Aurora,CO,80011,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",8.55,2025-09-02 00:00:00,"Amazon, Inc.",Seattle,WA,98109,Entertainment,Digital Video For Event
House District 36,"CARTER, MICHAEL",13.98,2025-09-02 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",94.87,2025-09-02 00:00:00,Safeway,Aurora,CO,80011,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",9.78,2025-09-02 00:00:00,Tortilleria La Amapola,Aurora,CO,80017,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",69.72,2025-09-02 00:00:00,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,"Google Apps For Work, Email"
House District 36,"CARTER, MICHAEL",13.83,2023-09-03 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",20.0,2025-09-04 00:00:00,7-Eleven,Aurora,CO,80015,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",19.53,2025-09-05 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",27.66,2025-09-07 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",2.97,2024-09-08 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",11.16,2025-09-08 00:00:00,Chick-Fil-A,Denver,CO,80249,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",27.6,2025-09-08 00:00:00,Domino'S Pizza,Aurora,CO,80014,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",29.15,2025-09-08 00:00:00,King Soopers,Glendale,CO,80246,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",17.05,2025-09-08 00:00:00,Loaf N Jug,Loveland,CO,80538,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",19.91,2025-09-08 00:00:00,Loaf N Jug,Loveland,CO,80538,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",69.0,2025-09-08 00:00:00,Constant Contact,Loveland,CO,80538,Advertising,Email Marketing
House District 36,"CARTER, MICHAEL",92.99,2025-09-09 00:00:00,Safeway,Aurora,CO,80011,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",10.79,2025-09-09 00:00:00,Shell,Aurora,CO,80014,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",14.83,2023-09-10 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",12.98,2025-09-10 00:00:00,Popeyes Louisiana Kitchen,Aurora,CO,80015,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",3.0,2025-09-11 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Service Fee
House District 36,"CARTER, MICHAEL",43.5,2025-09-11 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Donation Processor Fees
House District 36,"CARTER, MICHAEL",8.55,2025-09-11 00:00:00,Mobil,Denver,CO,80249,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",18.18,2025-09-11 00:00:00,"Amazon, Inc.",Seattle,WA,98109,Entertainment,Campaign Office Supplies
House District 36,"CARTER, MICHAEL",3.0,2025-09-12 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Service Fee
House District 36,"CARTER, MICHAEL",63.25,2025-09-12 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Donation Processor Fees
House District 36,"CARTER, MICHAEL",12.0,2025-09-12 00:00:00,Glendale Youth Rugby,Glendale,CO,80246,Entertainment,Rugby Community Event Ticket
House District 36,"CARTER, MICHAEL",17.78,2025-09-14 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",9.88,2024-09-15 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",3.0,2025-09-15 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Service Fee
House District 36,"CARTER, MICHAEL",103.25,2025-09-15 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Donation Processor Fees
House District 36,"CARTER, MICHAEL",72.6,2025-09-15 00:00:00,Safeway,Aurora,CO,80011,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",5.26,2025-09-15 00:00:00,King Soopers,Aurora,CO,80011,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",11.0,2025-09-15 00:00:00,Mcdonald'S,Castle Rock,CO,80104,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",53.37,2025-09-15 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",4.94,2023-09-17 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",11.83,2025-09-18 00:00:00,In-N-Out Burger,Aurora,CO,80012,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",501.95,2025-09-18 00:00:00,City Of Aurora,Aurora,CO,80012,Employee Services,Payroll Taxes
House District 36,"CARTER, MICHAEL",0.53,2025-09-19 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Transaction Fee
House District 36,"CARTER, MICHAEL",17.88,2025-09-19 00:00:00,Weglot,Paris,FR,75010,Advertising,Website Translation
House District 36,"CARTER, MICHAEL",87.92,2025-09-21 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",19.75,2024-09-22 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",435.93,2025-09-22 00:00:00,Gaylord Rockies Resort,Aurora,CO,80019,Entertainment,Hotel Rental For Event
House District 36,"CARTER, MICHAEL",55.56,2025-09-22 00:00:00,Gaylord Rockies Resort,Aurora,CO,80019,Entertainment,Food For Event
House District 36,"CARTER, MICHAEL",17.0,2025-09-22 00:00:00,Denver Performing Arts Complex Parking Garage,"Denver,",CO,80202,Travel & Lodging,Parking For Campaign Event
House District 36,"CARTER, MICHAEL",16.18,2025-09-23 00:00:00,Mcdonald'S,Aurora,CO,80014,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",0.99,2023-09-24 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",194.98,2025-09-24 00:00:00,Frontier Airlines,Denver,CO,80239,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",34.12,2025-09-24 00:00:00,Capitol Market,Denver,CO,80203,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",344.21,2025-09-25 00:00:00,"Priceline, Inc.",Norwalk,CT,06854,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",55.81,2025-09-25 00:00:00,King Soopers,Glendale,CO,80246,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",3.0,2025-09-26 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Service Fee
House District 36,"CARTER, MICHAEL",23.99,2025-09-26 00:00:00,Wells Fargo,Aurora,CO,80013,Bank Fees,Donation Processor Fees
House District 36,"CARTER, MICHAEL",388.49,2025-09-26 00:00:00,United Airlines,Chicago,IL,60606,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",7.5,2025-09-26 00:00:00,Safeway,Aurora,CO,80011,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",63.71,2025-09-26 00:00:00,Super In & Out Cleaners,Denver,CO,80203,Miscellaneous,
House District 36,"CARTER, MICHAEL",104.89,2025-09-26 00:00:00,Kim'S Cleaners & Alterations,Aurora,CO,80011,Miscellaneous,
House District 36,"CARTER, MICHAEL",16.08,2025-09-26 00:00:00,Popeyes Louisiana Kitchen,Aurora,CO,80015,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",43.68,2025-09-26 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",14.99,2025-09-26 00:00:00,The Denver Post,Denver,CO,80216,Office Equipment & Supplies,Newspaper Subscription
House District 36,"CARTER, MICHAEL",17.78,2025-09-28 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",7.91,2024-09-29 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",26.9,2025-09-29 00:00:00,Village Inn,Aurora,CO,80016,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",12.91,2025-09-29 00:00:00,Chick-Fil-A,Denver,CO,80249,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",70.0,2025-09-29 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",38.65,2025-09-29 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",40.0,2025-09-29 00:00:00,United Airlines,Chicago,IL,60606,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",54.0,2025-09-29 00:00:00,Frontier Airlines,Denver,CO,80239,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",41.03,2025-09-29 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",24.3,2025-09-29 00:00:00,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",76.8,2023-09-30 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",0.72,2024-09-30 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",4.44,2025-09-30 00:00:00,Dca Food Hall At Georgetown Market,Arlington,VA,22202,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",14.43,2025-09-30 00:00:00,Dca Food Hall At Georgetown Market,Arlington,VA,22202,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",9.93,2025-09-30 00:00:00,Twisters,Aurora,CO,80017,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 36,"CARTER, MICHAEL",48.66,2025-09-30 00:00:00,King Soopers,Aurora,CO,80011,"Food, Beverages and Meals",Campaign Event Food And Drink
House District 36,"CARTER, MICHAEL",33.15,2025-09-30 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",26.67,2024-10-06 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",10.87,2023-10-08 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",17.78,2024-10-13 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",11.66,2023-10-15 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,"CARTER, MICHAEL",7.9,2023-10-22 00:00:00,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
