committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
COLORADO SOCIETY OF ANESTHESIOLOGISTS SMALL DONOR COMMITTEE,Small Donor Committee,2.24,9/15/25,,,,,Bank Fees,Paypal Fee
COMMITTEE FOR PHYSICIAN ANESTHESIA CARE,Political Committee,20.69,9/15/25,,,,,Bank Fees,Paypal Fee
COMMITTEE FOR PHYSICIAN ANESTHESIA CARE,Political Committee,30,9/15/25,,,,,Bank Fees,
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,27.4,9/15/25,Intuit Quickbooks,Mountain View,CA,94043,Fundraising Expenses,Accounting Sw
GREEN PARTY OF COLORADO,Political Party Committee,0.58,9/15/25,Paypal,San Jose,CA,95131,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,3.11,9/15/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
NAIOP COLORADO PAC,Political Committee,400,9/15/25,Carlos For Hd 48,Fort Lupton,CO,80621,Contributions,
NAIOP COLORADO PAC,Political Committee,400,9/15/25,Gonzalez For 50,Greeley,CO,80634,Contributions,
NAIOP COLORADO PAC,Political Committee,400,9/15/25,Woog For House District 19,Frederick,CO,80530,Contributions,
NAIOP COLORADO PAC,Political Committee,400,9/15/25,Lori Garcia Sander For Hd 65,Redacted By Sos,CO,99999,Contributions,
NAIOP COLORADO PAC,Political Committee,400,9/15/25,Pelton For State Senate,Sterling,CO,80751,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,100,9/15/25,Nicole  Speer,Boulder,CO,80309,Contributions,
US ANESTHESIA PARTNERS COLORADO STATE COMMITTEE,Political Committee,68.6,9/15/25,Bok Financial,Denver,CO,80217,Bank Fees,Bank Fees
WOODROW LEADERSHIP PAC,Political Committee,150,9/15/25,Dave Young For Congress,Greeley,CO,80632,Contributions,
ANDREW FOR COLORADO LEADERSHIP FUND,Political Committee,450,9/16/25,Chris For Colorado,Commerce City,CO,80022,Contributions,
ANDREW FOR COLORADO LEADERSHIP FUND,Political Committee,200,9/16/25,Jillaire For Hd19,Redacted By Sos,CO,99999,Contributions,
ANDREW FOR COLORADO LEADERSHIP FUND,Political Committee,250,9/16/25,Alexis For Colorado,Redacted By Sos,CO,99999,Contributions,
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,79,9/16/25,Anne Keke For Kids,Aurora,CO,80017,Other,In Kind Of Printing Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,79,9/16/25,Kristin For Aps,Aurora,CO,80017,Other,In Kind Of Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,79,9/16/25,Charrier,Aurora,CO,80018,Other,In Kind Of Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,79,9/16/25,Tramaine Duncan For School Board,Aurora,CO,80010,Other,In Kind Of Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,117.25,9/16/25,Charrier,Aurora,CO,80018,Other,In Kind Of Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,117.25,9/16/25,Anne Keke For Kids,Aurora,CO,80017,Other,In Kind Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,117.25,9/16/25,Kristin For Aps,Aurora,CO,80017,Other,In Kind  Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,117.25,9/16/25,Tramaine Duncan For School Board,Aurora,CO,80010,Other,In Kind Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,699.58,9/16/25,Anne Keke For Kids,Aurora,CO,80017,Other,In Kind Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,699.58,9/16/25,Charrier,Aurora,CO,80018,Other,In Kind Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,699.58,9/16/25,Kristin For Aps,Aurora,CO,80017,Other,In Kind Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,699.58,9/16/25,Tramaine Duncan For School Board,Aurora,CO,80010,Other,In Kind Printed Materials
BUILDING BRIDGES FOR COLORADO,Political Committee,2,9/16/25,1St Bank,Lakewood,CO,80215,Bank Fees,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,13,9/16/25,Meta,Menlo Park,CA,94025,Miscellaneous,
COLORADO DEMOCRATIC PARTY,Political Party Committee,26.5,9/16/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,Website Hosting Fee
COPIC SMALL DONOR COMMITTEE,Small Donor Committee,4000,9/16/25,Varda For Colorado,Arvada,CO,80005,Contributions,Misc Campaign Contribution
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.3,9/16/25,Anedot,New Orleans,LA,70112,Bank Fees,Credit Cards Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.62,9/16/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
LIGHT OVER PEAKS PAC,Political Committee,22.3,9/16/25,First Bank,Broomfield,CO,80023,Bank Fees,Fee To Order Checks
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,725,9/16/25,The Murse Pac,Thornton,CO,80602,Contributions,Direct Contribution
VIVAGE BEECAN SMALL DONOR COMMITTEE,Small Donor Committee,450,9/16/25,Lori For Colorado,Westminster,CO,80031,Contributions,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,15,9/17/25,Meta,Menlo Park,CA,94025,Miscellaneous,
COLORADO DEMOCRATIC PARTY,Political Party Committee,103.3,9/17/25,El Paso County Democratic Party,Colorado Springs,CO,80909,Other,Unlimited Transfer To Affiliated Committee
COLORADO STRONG POLITICAL COMMITTEE,Political Committee,500,9/17/25,Kirkmeyer For Colorado,Brighton,CO,80603,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.2,9/17/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
LIGHT OVER PEAKS PAC,Political Committee,50,9/17/25,Cecelia4Colorado,Denver,CO,80212,Contributions,
LIGHT OVER PEAKS PAC,Political Committee,50,9/17/25,To Elect Michael Carter To Colorado State House District 36,Redacted By Sos,CO,99999,Contributions,
MANNY RUTINEL LEADERSHIP FUND,Political Committee,200,9/17/25,We Win Leadership Pac,Englewood,CO,80150,Contributions,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,0.91,9/17/25,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,300,9/17/25,Danielle For Aurora,Aurora,CO,80014,Contributions,Danielle For Aurora
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,300,9/17/25,Steve Sundberg,Aurora,CO,80018,Contributions,Steve Sundberg For Aurora Ward Ii
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,300,9/17/25,Marsha Berzins,Aurora,CO,80047,Contributions,Marsha 4 City Council
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,300,9/17/25,Committee To Elect Cherish Salazar,Thornton,CO,80260,Contributions,Committee To Elect Cherish Salazar
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,300,9/17/25,Jeslin Shahrezaei For Lakewood,Lakewood,CO,80226,Contributions,Jeslin Shahrezaei For Lakewood
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,1000,9/17/25,Christopher  Vandijk,Commerce City,CO,80022,Contributions,Christopher Vandijk
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,1000,9/17/25,Ryan  Gonzalez,Greeley,CO,80634,Contributions,Ryan Gonzalez
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,1000,9/17/25,Jacqueline  Phillips,Redacted By Sos,CO,99999,Contributions,Jacque Phillips For Co House Dist. 31
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,300,9/17/25,Committee To Elect Pat Quinn,Wheat Ridge,CO,80033,Contributions,Committee To Elect Pat Quinn
PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE,Small Donor Committee,1000,9/17/25,Duran For Colorado,Superior,CO,80027,Contributions,Duran For Colorado
REBEKAH STEWART FOR COLORADO,Political Committee,100,9/17/25,Heidi Henkel For Colorado,Broomfield,CO,80023,Contributions,
ROSE PAC,Political Committee,450,9/17/25,Carlos For Hd 48,Fort Lupton,CO,80621,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Committee To Elect Larry Don Suckla,Cortez,CO,81321,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Committee To Elect Larry Don Suckla,Cortez,CO,81321,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Elect Jarvis Caldwell,Colorado Springs,CO,80908,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Elect Nina,Grand Junction,CO,81504,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Gonzalez For 50,Greeley,CO,80634,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Hartsook For House,Redacted By Sos,CO,99999,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Post For Colorado,Pueblo,CO,81006,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Riess For Colorado,Durango,CO,81303,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Taggart For House District 55,Grand Junction,CO,81507,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Winter For Hd47,Redacted By Sos,CO,99999,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Woog For House District 19,Frederick,CO,80530,Other,8103 ∑ Candidate Support
ROSE PAC,Political Committee,450,9/17/25,Lori Garcia Sander For Hd 65,Redacted By Sos,CO,99999,Contributions,
"RX PHARMACIES PLUS, INC - POLITICAL ACTION COMMITTEE",Political Committee,555,9/17/25,Colorado Secretary Of State,Denver,CO,80290,Miscellaneous,Pentalty Imposed Per Settlement Agreement 2025 Aho 27/Ed 2025-25
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,725,9/17/25,Rebekah Stewart For Colorado,Redacted By Sos,CO,99999,Contributions,Direct Contribution
CARSON LEADERSHIP PAC,Political Committee,450,9/18/25,Carson For State Senate,Highlands Ranch,CO,80130-9998,Contributions,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,17,9/18/25,Meta,Menlo Park,CA,94025,Miscellaneous,
COLORADO DEMOCRATIC PARTY,Political Party Committee,2814.66,9/18/25,Nicholas  Paprocki,Thornton,CO,80229,Employee Services,Salary
COLORADO DEMOCRATIC PARTY,Political Party Committee,1181.46,9/18/25,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,1301.91,9/18/25,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
COLORADO DEMOCRATIC PARTY,Political Party Committee,2600.16,9/18/25,Chris P Rork,Denver,CO,80222,Employee Services,Salary
DUSTY TRAIL PAC,Political Committee,100,9/18/25,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
GREEN PARTY OF COLORADO,Political Party Committee,0.95,9/18/25,Paypal,San Jose,CA,95131,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.65,9/18/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
LITTLETON FUND FOR CHILDREN AND PUBLIC EDUCATION (L.F.C.P.E.),Small Donor Committee,3500,9/18/25,Anderssen 4 Lps School Board Alps,Centennial,CO,80121,Contributions,Candidate Committee  Contribution
LITTLETON FUND FOR CHILDREN AND PUBLIC EDUCATION (L.F.C.P.E.),Small Donor Committee,7000,9/18/25,Friends Of Oshea For Lps,Centennial,CO,80122,Contributions,Campaign Contribution
SMART-TRANSPORTATION DIVISION SDC,Small Donor Committee,250,9/18/25,Friendds Of John Alge,Thornton,CO,80229,Contributions,
SNYDER FOR COLORADO LEADERSHIP FUND,Political Committee,514.25,9/18/25,Sonnenalp Vail,Vail,CO,81657,Travel & Lodging,
THE COLEMAN LEADERSHIP FUND,Political Committee,17.78,9/18/25,Actblue,Somerville,MA,02144,Bank Fees,
THE COLEMAN LEADERSHIP FUND,Political Committee,31.88,9/18/25,Alpen Rose,Vail,CO,81657,"Food, Beverages and Meals",
BALL FOR ALL LEADERSHIP FUND,Political Committee,7.78,9/19/25,Corvus Coffee Roasters,Denver,CO,80203,"Food, Beverages and Meals",Coffee Meeting
COLORADANS FOR COMMON SENSE - SMALL DONOR CMTE,Small Donor Committee,500,9/19/25,Kevin Grantham For Treasurer,Denver,CO,80205,Contributions,
COLORADO STRONG POLITICAL COMMITTEE,Political Committee,450,9/19/25,Scott For Hd 64,Johnstown,CO,80534,Contributions,
ELECTING WOMEN BAY AREA PAC,Political Committee,1000,9/19/25,Jena For Colorado,Redacted By Sos,CO,99999,Contributions,Contribution
FOOTHILLS REPUBLICANS SMALL DONOR COMMITTEE,Small Donor Committee,23.73,9/19/25,Colorado Republican Committee,Colorado Springs,CO,80907,Contributions,Contribution To Colorado Republican Committee
FRIZELL LEADERSHIP PAC,Political Committee,200,9/19/25,Vail For Dcsd,Parker,CO,80134,Contributions,Candidate Dontation
INVESTHER,Political Committee,20,9/19/25,Squarespace Inc.,New York,NY,10014,Other,Annual Domain Registration
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,3.65,9/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
MANNY RUTINEL LEADERSHIP FUND,Political Committee,63.08,9/19/25,Adobe,San Jose,CA,95110,Office Equipment & Supplies,Software
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,19,9/20/25,Meta,Menlo Park,CA,94025,Miscellaneous,
FOOTHILLS REPUBLICANS,Political Committee,385.4,9/20/25,Colorado Republican Committee,Colorado Springs,CO,80907,Contributions,2025 Contribution
GILCHRIST FOR COLORADO LEADERSHIP PAC,Political Committee,450,9/20/25,Emily  Sirota,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,55.76,9/20/25,Office Depot,Delray Beach,FL,33445,Office Equipment & Supplies,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,528,9/20/25,Secura Insurance,Neenah,WI,54956,Consultant & Professional Services,Event Insurance
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,67,9/20/25,Smart Space,Lakewood,CO,80215,Rent & Utilities,Storage Space
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,1.07,9/20/25,Paypal,San Jose,CA,95131,Bank Fees,
ORTIZ CAVPAC,Political Committee,1037.14,9/20/25,Colorado Democratic Party,Denver,CO,80203,Contributions,
PUTTING COLORADO FIRST,Political Committee,200,9/20/25,Luis Ybarra Jr. For Wsd3 School Board Director,Colorado Springs,CO,80911,Contributions,
PUTTING COLORADO FIRST,Political Committee,450,9/20/25,Danielle For Sd 27,Aurora,CO,80016,Contributions,
PUTTING COLORADO FIRST,Political Committee,450,9/20/25,Gray For Hd 60,Pueblo West,CO,81007,Contributions,
PUTTING COLORADO FIRST,Political Committee,1450,9/20/25,Kevin Grantham For Treasurer,Denver,CO,80205,Contributions,
18TH JD CRIMINAL JUSTICE FUND,Small Donor Committee,11.13,9/21/25,Actblue,Sommerville,MA,02144,Bank Fees,
18TH JD DEMOCRATIC SDC,Small Donor Committee,13.11,9/21/25,,,,,Bank Fees,
ACCESS TO PEDIATRIC BEHAVIORAL THERAPY FOR COLORADO CHILDREN,Political Committee,28.64,9/21/25,Actblue Technical Serivces,Boston,MA,02196,Fundraising Expenses,Credit Card Processing Fee
BLACK WOMEN FOR CRIMINAL JUSTICE REFORM,Small Donor Committee,13.11,9/21/25,,,,,Bank Fees,
EQUAL ACCESS FOR COLORADO AUTISM PATIENTS,Political Committee,28.64,9/21/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,0.36,9/21/25,Act Blue,Somerville,MA,02144,Fundraising Expenses,
MANNY RUTINEL LEADERSHIP FUND,Political Committee,118.51,9/21/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Fundraising Transaction Fees
MONICA PAC,Political Committee,0.2,9/21/25,Actblue,West Somerville,MA,02144,Fundraising Expenses,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,6.57,9/21/25,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
PADDEN PAC - SMALL DONOR COMMITTEE,Small Donor Committee,13.11,9/21/25,,,,,Bank Fees,
WILLFORD LEADERSHIP FUND,Political Committee,15.8,9/21/25,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,116.25,9/22/25,Charrier,Aurora,CO,80018,Other,In Kind Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,116.25,9/22/25,Anne Keke For Kids,Aurora,CO,80017,Other,In Kind Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,116.25,9/22/25,Kristin For Aps,Aurora,CO,80017,Other,In Kind Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,116.25,9/22/25,Tramaine Duncan For School Board,Aurora,CO,80010,Other,In Kind Printed Materials
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,300,9/22/25,Anne Keke For Kids,Aurora,CO,80017,Consultant & Professional Services,In Kind Consulting Fees
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,300,9/22/25,Charrier,Aurora,CO,80018,Consultant & Professional Services,In Kind Consulting Fees
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,300,9/22/25,Kristin For Aps,Aurora,CO,80017,Consultant & Professional Services,In Kind Consulting Fees
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,300,9/22/25,Tramaine Duncan For School Board,Aurora,CO,80010,Consultant & Professional Services,In Kind Consulting  Fees
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,550,9/22/25,Tramaine Duncan For School Board,Aurora,CO,80010,Other,In Kind Voter File Access
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,550,9/22/25,Charrier,Aurora,CO,80018,Other,In Kind Voter File Access
BALL FOR ALL LEADERSHIP FUND,Political Committee,220,9/22/25,Pinnacol Assurancce,Denver,CO,80230,Employee Services,Workers Comp Insurance
BRIGHTON EDUCATION ASSOCIATION PAC,Political Committee,2500,9/22/25,Ashley  Conn,Commerce City,CO,80022,Contributions,Contribution
BRIGHTON EDUCATION ASSOCIATION PAC,Political Committee,2500,9/22/25,Ramon  Alvarado,Commerce City,CO,80022,Contributions,Contribution
BRIGHTON EDUCATION ASSOCIATION PAC,Political Committee,2500,9/22/25,Starr S Trujillo,Henderson,CO,80640-9360,Contributions,Contribution
COLORADO COMMITTEE OF AUTO RETAILERS (COLO C.A.R.),Political Committee,725,9/22/25,The Coleman Leadership Fund,Denver,CO,80249,Contributions,Coleman Leadership Fund
COLORADO DEMOCRATIC PARTY,Political Party Committee,123.53,9/22/25,Amazon,Seattle,WA,98108,Miscellaneous,Cleaning Supplies For River Cleanup
COLORADO DEMOCRATIC PARTY,Political Party Committee,51.8,9/22/25,Sophia  Johnson,Fort Collins,CO,80521,Miscellaneous,Reimbursement For Printing Materials
COLORADO SOCIETY OF ANESTHESIOLOGISTS SMALL DONOR COMMITTEE,Small Donor Committee,22.4,9/22/25,,,,,Bank Fees,Paypal Fees
CREATING LEADERS PAC,Political Committee,450,9/22/25,Chad For Colorado,Redacted By Sos,CO,99999,Contributions,
"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)",Political Committee,225,9/22/25,Pelton For State Senate,Sterling,CO,80751,Contributions,
LESLEY FOR COLORADO DATA FIRST FUND,Political Committee,250,9/22/25,Shannon  Bird,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2.07,9/22/25,Amazon Web Services,Seattle,WA,98109,Office Equipment & Supplies,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.3,9/22/25,Anedot,New Orleans,LA,70112,Bank Fees,Credit Cards Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.74,9/22/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
MANNY RUTINEL LEADERSHIP FUND,Political Committee,200,9/22/25,Vote Obi For Westminster,Westminster,CO,80021,Contributions,
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,61.41,9/22/25,Shell Service Station,Meeker,CO,81641,Travel & Lodging,
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,1000,9/22/25,Carrie Penaloza Campaign,Centennial,CO,80112,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,2000,9/22/25,Don For Cenntenial,Centennial,CO,80015,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,1000,9/22/25,Friends Of Robyn Carnes,Centennial,CO,80122,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,1000,9/22/25,Curt For Littleton,Littleton,CO,80120,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,1500,9/22/25,Joel For Littleton,Littleton,CO,80120,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,1000,9/22/25,Stillwell4Littleton,Littleton,CO,80123,Contributions,Contribution
VALDEZ FOR COLORADO RAINBOW FUND,Political Committee,84.12,9/22/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,300,9/23/25,Anne Keke For Kids,Aurora,CO,80017,Other,In Kind Consulting Fees
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,300,9/23/25,Charrier,Aurora,CO,80018,Other,In Kind Consulting Fee
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,300,9/23/25,Kristin For Aps,Aurora,CO,80017,Other,In Kind Consulting  Fees
AURORA COUNCIL FOR TEACHERS & STUDENTS (ACTS),Small Donor Committee,300,9/23/25,Tramaine Duncan For School Board,Aurora,CO,80010,Other,In Kind Consulting Fees
BIRD FOR COLORADO LEADERSHIP FUND,Political Committee,200,9/23/25,Chris Floyd For Colorado,Redacted By Sos,CO,99999,Contributions,
BIRD FOR COLORADO LEADERSHIP FUND,Political Committee,250,9/23/25,Carrera For Colorado,Redacted By Sos,CO,99999,Contributions,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,21,9/23/25,Meta,Menlo Park,CA,94025,Miscellaneous,
COLORADO DEMOCRATIC PARTY,Political Party Committee,138.56,9/23/25,Corazon Printing,Broomfield,CO,80020,Miscellaneous,"Vinyl Banner, Set-Up Fee"
JUDY AMABILE LEADERSHIP FUND,Political Committee,450,9/23/25,Dylan Roberts For Colorado,Redacted By Sos,CO,99999,Contributions,
LIGHT OVER PEAKS PAC,Political Committee,100,9/23/25,Shannon Bird For Congress,Westminster,CO,80035,Contributions,
LIGHT OVER PEAKS PAC,Political Committee,50,9/23/25,Alexis For Colorado,Redacted By Sos,CO,99999,Contributions,
LIGHT OVER PEAKS PAC,Political Committee,75,9/23/25,The Coleman Leadership Fund,Denver,CO,80249,Contributions,
MCCLUSKIE FOR COLORADO LEADERSHIP FUND,Political Committee,250,9/23/25,Shannon Bird For Congress,Westminster,CO,80035,Contributions,
PFIZER INC PAC,Political Committee,200,9/23/25,6512 Leadership Fund,Redacted By Sos,CO,99999,Contributions,2025 Contribution
PFIZER INC PAC,Political Committee,200,9/23/25,Carson Leadership Pac,Highlands Ranch,CO,80130-9998,Contributions,2025 Contribution
PFIZER INC PAC,Political Committee,200,9/23/25,Dusty Trail Pac,Redacted By Sos,CO,99999,Contributions,2025 Contribution
PFIZER INC PAC,Political Committee,400,9/23/25,Frizell Leadership Pac,Redacted By Sos,CO,99999,Contributions,2025 Contribution
PFIZER INC PAC,Political Committee,200,9/23/25,Gilchrist For Colorado,Redacted By Sos,CO,99999,Contributions,2026 Primary
PFIZER INC PAC,Political Committee,300,9/23/25,Judy Amabile Leadership Fund,Boulder,CO,80302,Contributions,2025 Contribution
PFIZER INC PAC,Political Committee,200,9/23/25,Lieder For Colorado,Redacted By Sos,CO,99999,Contributions,2026 Primary
PFIZER INC PAC,Political Committee,200,9/23/25,Lisa For Colorado,Redacted By Sos,CO,99999,Contributions,2026 Primary
PFIZER INC PAC,Political Committee,200,9/23/25,Duran For Colorado,Superior,CO,80027,Contributions,2026 Primary
PFIZER INC PAC,Political Committee,200,9/23/25,The Murse Pac,Thornton,CO,80602,Contributions,2025 Contribution
PFIZER INC PAC,Political Committee,200,9/23/25,Rising Tides Pac,Redacted By Sos,CO,99999,Contributions,2025 Contribution
PFIZER INC PAC,Political Committee,200,9/23/25,Rural Liberty Political Action Committee,Denver,CO,80205,Contributions,2025 Contribution
PFIZER INC PAC,Political Committee,200,9/23/25,The Bright Pac,Platteville,CO,80651,Contributions,2025 Contribution
PFIZER INC PAC,Political Committee,200,9/23/25,Two Rivers Leadership Pac,Denver,CO,80205,Contributions,2025 Contribution
PUTTING COLORADO FIRST,Political Committee,450,9/23/25,Woodward For Colorado,Redacted By Sos,CO,99999,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450,9/23/25,Gilchrist For Colorado,Redacted By Sos,CO,99999,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450,9/23/25,Camacho For Colorado,Redacted By Sos,CO,99999,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450,9/23/25,Rebekah Stewart For Colorado,Redacted By Sos,CO,99999,Contributions,
THE PASCHAL PAC,Political Committee,24.3,9/23/25,First Bank,Colorado Springs,CO,80907,Bank Fees,Check Printing
VALDEZ FOR COLORADO RAINBOW FUND,Political Committee,21.03,9/23/25,Zoho,Pleasantville,CA,94588,Office Equipment & Supplies,
WOODROW LEADERSHIP PAC,Political Committee,250,9/23/25,Emily Sirota For Colorado,Redacted By Sos,CO,99999,Contributions,
ANDREW FOR COLORADO LEADERSHIP FUND,Political Committee,450,9/24/25,Chris Floyd For Colorado,Redacted By Sos,CO,99999,Contributions,
CME WIN LEADERSHIP FUND,Political Committee,15.8,9/24/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
