District,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 15,Janice Marchman,Democratic,26.12,1/20/23,Uber,San Francisco,CA,94103,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,227.35,1/23/23,Hilton,Denver,CO,80203,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,124.2,1/24/23,Redstone Review,Lyons,CO,80540,Advertising,
Senate District 15,Janice Marchman,Democratic,18,1/25/23,Wordpress,San Francisco,CA,94110,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,12,1/27/23,Wix,San Francisco,CA,94158,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,72,2/2/23,Google Suite,Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,221,2/20/23,Adp,Fort Collins,CO,80524,Bank Fees,
Senate District 15,Janice Marchman,Democratic,69,2/21/23,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,46.18,2/24/23,Steubens,Denver,CO,80203,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,18,2/27/23,Wordpress,San Francisco,CA,94110,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,36.22,2/28/23,Fedex,Denver,CO,80202,Other,
Senate District 15,Janice Marchman,Democratic,12,3/2/23,Wix,San Francisco,CA,94158,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,72,3/3/23,Google Suite,Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,71,3/10/23,Adp,Fort Collins,CO,80524,Bank Fees,
Senate District 15,Janice Marchman,Democratic,164.79,3/13/23,Office Depot,Loveland,CO,80538,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,69,3/20/23,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,85.81,3/23/23,Adp,Fort Collins,CO,80524,Bank Fees,
Senate District 15,Janice Marchman,Democratic,18,3/27/23,Wordpress,San Francisco,CA,94110,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,12,3/27/23,Wix,San Francisco,CA,94158,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,72,4/3/23,Google Suite,Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,71,4/10/23,Adp,Fort Collins,CO,80524,Bank Fees,
Senate District 15,Janice Marchman,Democratic,33,4/13/23,Squarespace,New York,NY,10014,Bank Fees,
Senate District 15,Janice Marchman,Democratic,69,4/18/23,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,12,4/27/23,Wix,San Francisco,CA,94158,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,11.99,4/28/23,Godaddy,Tempe,AZ,85284,Bank Fees,
Senate District 15,Janice Marchman,Democratic,86.4,5/2/23,Google Suite,Mountain View,CA,94043,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,25.02,6/22/23,Parking,Commerce City,CO,80022,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,4,6/29/23,Parking,Estes Park,CO,80517,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,71,12/12/22,Adp,Fort Collins,CO,80524,Bank Fees,
Senate District 15,Janice Marchman,Democratic,47,12/12/22,Curio Hotels,Denver,CO,80203,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,115.54,12/12/22,Apres Burger,Steamboat Springs,CO,80487,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,10,12/12/22,Callfire,Santa Monica,CA,90401,Advertising,
Senate District 15,Janice Marchman,Democratic,44.8,12/13/22,Loaf N Jug,Berthoud,CO,80513,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,4.84,12/15/22,Dark Heart Coffee,Loveland,CO,80537,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,42.99,12/16/22,Loaf N Jug,Berthoud,CO,80513,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,59,12/19/22,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,43.71,12/20/22,Loaf N Jug,Berthoud,CO,80513,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,135.05,12/21/22,City O City,Denver,CO,80203,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,18,12/27/22,Wordpress,San Francisco,CA,94110,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,12,12/27/22,Wix,San Francisco,CA,94158,Office Equipment & Supplies,
Senate District 15,Janice Marchman,Democratic,42.65,12/28/22,Sei,Loveland,CO,80538,Rent & Utilities,
Senate District 15,Janice Marchman,Democratic,9.99,1/2/24,Doordash Dashpass,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,2.13,1/8/24,Fedex,Loveland,CO,80538,Miscellaneous,
Senate District 15,Janice Marchman,Democratic,9.51,1/8/24,Kum & Go,Loveland,CO,80537,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,33.45,1/9/24,Circle K,Loveland,CO,80537,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,278.02,1/19/23,Don Bruns Llc,Arvada,CO,80005,Miscellaneous,Photo Shoot
Senate District 15,Janice Marchman,Democratic,88.45,1/31/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,28.75,2/1/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,9.99,2/1/24,Doordash Dashpass,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,54,2/2/24,Google Gsuite,Mountain View,CA,94043,Miscellaneous,
Senate District 15,Janice Marchman,Democratic,35.62,2/2/24,Shell Fuel,Mead,CO,80542,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,32.35,2/5/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,36.75,2/8/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,26.8,2/12/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,25.5,2/15/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,29.91,2/15/24,Circle K,Loveland,CO,80537,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,29.05,2/16/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,33.8,2/21/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,37.46,2/21/24,Shell Fuel,Mead,CO,80542,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,76.09,2/22/24,Noodles & Co.,Denver,CO,80202,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,21.44,2/23/24,Kum & Go,Longmont,CO,80542,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,33.15,2/26/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,15,2/27/24,Fnbo Bank (Checks),Loveland,CO,80537,Bank Fees,
Senate District 15,Janice Marchman,Democratic,38.04,2/27/24,Good 2 Go Fuel,Dacono,CO,80514,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,35.45,2/28/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,31.35,2/29/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,9.99,3/1/24,Doordash Dashpass,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,54,3/4/24,Google Gsuite,Mountain View,CA,94043,Miscellaneous,
Senate District 15,Janice Marchman,Democratic,43.45,3/4/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,40.99,3/4/24,Shell Fuel,Johnstown,CO,80534,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,28.4,3/5/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,25.25,3/7/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,34.95,3/11/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,27.35,3/13/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,26.3,3/15/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,26.74,3/15/24,Doordash\Chebahut,Denver,CO,80302,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,28.35,3/18/24,Express Toll,Aurora,CO,80011,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,36.36,3/20/24,Circle K,Longmont,CO,80501,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,9.99,4/1/24,Doordash Dashpass,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,9.99,5/1/24,Doordash Dashpass,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,41.9,5/21/24,Shell Fuel,Firestone,CO,80504,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,43.99,5/29/24,Shell Fuel,Denver,CO,80203,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,9.99,6/3/24,Doordash Dashpass,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,138.76,7/13/23,Google Gsuite,Mountain View,CA,94043,Miscellaneous,Gsuite Renewal
Senate District 15,Janice Marchman,Democratic,138.76,7/13/23,Google Gsuite,Mountain View,CA,94043,Miscellaneous,"Renewal Of Gsuite - Possible Double Charge? If So, Will Reverse At A Later Date."
Senate District 15,Janice Marchman,Democratic,40.49,9/28/23,Pizzaria Due,Chicago,IL,60611,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,100,9/28/23,Hyatt Centric Chicago,Chicago,IL,60611,Travel & Lodging,"Eventbrite Weekend, Never Entered By Andrew"
Senate District 15,Janice Marchman,Democratic,83.78,10/2/23,Hyatt Centric Chicago,Chicago,IL,60611,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,23.23,10/2/23,Google Gsuite,Mountain View,CA,94043,Miscellaneous,
Senate District 15,Janice Marchman,Democratic,51.34,11/7/23,Canopy Airport Park,Commerce City,CO,80022,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,40.49,11/20/23,Shell Station,Mead,CO,80542,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,44.64,11/21/23,Doordash\Chebahut,Denver,CO,80302,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,38.57,11/29/23,Safeway Fuel,Estes Park,CO,80517,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,9.99,12/1/23,Doordash Dashpass,San Francisco,CA,94107,"Food, Beverages and Meals",
Senate District 15,Janice Marchman,Democratic,5799.98,12/9/22,Janice Marchman For Colorado,Loveland,CO,80538,Other,"End Of Election Zero Out, To Designate Political Party Contribution."
Senate District 15,Janice Marchman,Democratic,1000,12/14/22,Andrew  Barton,Boulder,CO,80303,Office Equipment & Supplies,Reimbursement To Andrew Barton For Office Setup (Supplies)
Senate District 15,Janice Marchman,Democratic,25.36,12/19/23,Quiktrip 4202,Firestone,CO,80504,Travel & Lodging,
Senate District 15,Janice Marchman,Democratic,200,12/20/22,Senate Democratic Caucus Fund,Denver,CO,80203,Other,Caucus Dues
Senate District 15,Janice Marchman,Democratic,850,12/20/22,Senate Democratic Caucus Fund,Denver,CO,80203,Other,Caucus Retreat
Senate District 15,Rob Woodward,Republican,50,1/18/25,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 15,Rob Woodward,Republican,8,3/31/25,Firstbank North,Arvada,CO,80006,Bank Fees,
Senate District 15,Rob Woodward,Republican,50,4/10/25,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 15,Rob Woodward,Republican,95.88,6/2/25,Godaddy,Scottsdale,AZ,85260,Consultant & Professional Services,
Senate District 15,Rob Woodward,Republican,50,6/2/25,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 15,Rob Woodward,Republican,200,6/22/25,Loveland Rotary,Loveland,CO,80538,Other,Dues And Subscriptions
Senate District 15,Rob Woodward,Republican,6,6/30/25,Firstbank North,Arvada,CO,80006,Bank Fees,
Senate District 15,Rob Woodward,Republican,1,7/1/25,Loveland Re[Porter Herald,Loveland,CO,80537,Other,7218 ∑ Dues And Subscriptions
Senate District 15,Rob Woodward,Republican,207.14,7/3/25,Rocky Mountain Voice,Centennial,CO,80112,Other,8100 ∑ Gifts & Donations
Senate District 15,Rob Woodward,Republican,2,7/31/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,2,8/30/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,18,9/1/25,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 15,Rob Woodward,Republican,50,9/12/25,Capital One,City Of Industry,CA,91116,Other,7652 ∑ Vehicle Gas
Senate District 15,Rob Woodward,Republican,65.54,9/12/25,Lazy Dog Restaurant,Westminster,CO,80023,Other,6890 ∑ Other Meeting Expense
Senate District 15,Rob Woodward,Republican,44.4,9/12/25,Rob  Woodward,Redacted By Sos,CO,99999,Other,7653 ∑ Vehicle Mileage Reimbursement
Senate District 15,Rob Woodward,Republican,66.57,9/16/25,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,10.94,9/20/25,Usps,Thornton,CO,80229,Other,7214 ∑ Office Supplies
Senate District 15,Rob Woodward,Republican,288,9/23/25,Sam'S Club Mastercard,Orlando,FL,32896,Other,7653 ∑ Vehicle Mileage Reimbursement
Senate District 15,Rob Woodward,Republican,2,9/30/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,10,10/26/24,Godaddy,Scottsdale,AZ,85260,Other,Candidate Expense
Senate District 15,Rob Woodward,Republican,66.51,10/26/24,Constant Contact,Walatham,MA,02457,Other,Candidate Expense
Senate District 15,Rob Woodward,Republican,50,10/30/24,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 15,Rob Woodward,Republican,6,12/31/24,Firstbank North,Arvada,CO,80006,Bank Fees,"Oct, Nov And Dec Fees"
Senate District 15,Rob Woodward,Republican,18.3,10/2/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,20.6,10/6/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,1500,10/8/25,Mjw & Associates Llc,Denver,CO,80202,Other,7410 ∑ General Consultants
Senate District 15,Rob Woodward,Republican,50,10/9/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 15,Rob Woodward,Republican,2,10/31/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,6.3,11/1/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,6.86,11/5/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,26.95,11/5/25,Costco,Timnath,CO,80547,Other,7214 ∑ Office Supplies
Senate District 15,Rob Woodward,Republican,326.88,11/5/25,Loveland Sam'S Club,Loveland,CO,80537,Other,6213 ∑ Postage
Senate District 15,Rob Woodward,Republican,171.38,11/5/25,Loveland Sam'S Club,Loveland,CO,80537,Other,6223 ∑ Postage
Senate District 15,Rob Woodward,Republican,42.95,11/5/25,Office Depot,Loveland,CO,80538,Other,7214 ∑ Office Supplies
Senate District 15,Rob Woodward,Republican,189,11/6/25,Colorado Politics,"Unknown, Unknown Unknown",,,Other,7218 ∑ Dues And Subscriptions
Senate District 15,Rob Woodward,Republican,622,11/6/25,Loveland Sam'S Club,Loveland,CO,80537,Other,7215 ∑ Shipping & Postage
Senate District 15,Rob Woodward,Republican,18.3,11/10/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,20.6,11/11/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,12.3,11/12/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,18.3,11/15/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,16.3,11/18/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,191.76,11/26/25,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,18.3,11/30/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,2,11/30/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,6500,12/1/25,Mjw & Associates Llc,Denver,CO,80202,Other,7410 ∑ General Consultants
Senate District 15,Rob Woodward,Republican,4.3,12/2/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,5.18,12/5/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,4.3,12/8/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,13.6,12/14/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,18.3,12/29/25,Anedot,Baton Rouge,LA,70801,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,2,12/31/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,16,2/28/23,Firstbank North,Arvada,CO,80006,Bank Fees,
Senate District 15,Rob Woodward,Republican,150,3/8/23,The Business Journal,Charlotte,NC,28202,Miscellaneous,
Senate District 15,Rob Woodward,Republican,50,4/4/23,Lincoln Club,Denver,CO,80246,Miscellaneous,Dues
Senate District 15,Rob Woodward,Republican,900,5/7/23,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 15,Rob Woodward,Republican,6,6/30/23,Firstbank North,Arvada,CO,80006,Bank Fees,
Senate District 15,Rob Woodward,Republican,98,7/23/23,Bizwest Newspaper,Fort Collins,CO,80524,Miscellaneous,Dues And Subscriptions
Senate District 15,Rob Woodward,Republican,50,7/23/23,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 15,Rob Woodward,Republican,6,9/30/23,Firstbank North,Arvada,CO,80006,Bank Fees,
Senate District 15,Rob Woodward,Republican,1090.56,12/9/22,Loveland Reporter Herald,Loveland,CO,80538,Miscellaneous,
Senate District 15,Rob Woodward,Republican,567,12/9/22,Colorado Politics,Colorado Springs,CO,80918,Miscellaneous,
Senate District 15,Rob Woodward,Republican,50,1/20/24,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7520 ∑ Accounting Fees
Senate District 15,Rob Woodward,Republican,22.95,1/21/24,Southwest Chase Card,Wilmington,DE,19886,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,80,1/21/24,Southwest Chase Card,Wilmington,DE,19886,Other,6810 ∑ Registration Fees
Senate District 15,Rob Woodward,Republican,2,1/31/24,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,22.95,2/22/24,Sitebuilder,Washington,DC,20006,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,189.64,2/22/24,Sitebuilder,Washington,DC,20006,Other,6112 ∑ Production & Design
Senate District 15,Rob Woodward,Republican,30,2/25/24,Lincoln Club,Denvver,CO,80246,Other,6810 ∑ Registration Fees
Senate District 15,Rob Woodward,Republican,2,2/29/24,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,2,3/31/24,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,218.11,4/5/24,Rob  Woodward,Redacted By Sos,CO,99999,Other,7653 ∑ Vehicle Mileage Reimbursement
Senate District 15,Rob Woodward,Republican,427.76,4/5/24,Springhill Suites,Pueblo,CO,81003,Other,7630 ∑ Lodging
Senate District 15,Rob Woodward,Republican,434.16,4/6/24,Rob  Woodward,Redacted By Sos,CO,99999,Other,7640 ∑ Meals
Senate District 15,Rob Woodward,Republican,2,4/30/24,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,100,5/22/24,Larimer County Republican Party,Ft. Collins,CO,80525,Other,7218 ∑ Dues And Subscriptions
Senate District 15,Rob Woodward,Republican,68.94,5/22/24,Fca,Windsor,CO,80550,Other,6810 ∑ Registration Fees
Senate District 15,Rob Woodward,Republican,2,5/31/24,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,95.88,6/23/24,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,2,6/30/24,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,100,7/10/24,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 15,Rob Woodward,Republican,119,7/28/24,Bizwest Newspaper,Fort Collins,CO,80524,Miscellaneous,Subscription
Senate District 15,Rob Woodward,Republican,20,7/28/24,Constant Contact,Waltham,MA,02451,Consultant & Professional Services,
Senate District 15,Rob Woodward,Republican,2077.7,7/28/24,Hampton Inn,West Allis,WI,53214,Travel & Lodging,
Senate District 15,Rob Woodward,Republican,197.26,7/28/24,Sam'S Club Mastercard,Orlando,FL,32896,"Food, Beverages and Meals",
Senate District 15,Rob Woodward,Republican,84.3,7/28/24,Lyft,Little Canada,MN,55117,Travel & Lodging,Transportation
Senate District 15,Rob Woodward,Republican,38.28,9/23/24,Godaddy,Scottsdale,AZ,85260,Consultant & Professional Services,Website Registration
Senate District 15,Rob Woodward,Republican,20,9/23/24,Constant Contact,Waltham,MA,02451,Consultant & Professional Services,E-Mail Service
Senate District 15,Rob Woodward,Republican,6,9/30/24,Firstbank North,Arvada,CO,80006,Bank Fees,
Senate District 15,Rob Woodward,Republican,66.51,10/22/23,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,50,10/22/23,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7520 ∑ Accounting Fees
Senate District 15,Rob Woodward,Republican,2,10/31/23,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,200,11/15/23,Colorado Republican Committee,Greenwood Village,CO,80111,Other,6810 ∑ Registration Fees
Senate District 15,Rob Woodward,Republican,11.7,11/15/23,United Mileage Plus Chase Card Services,Palatine,IL,60094,Other,7820 ∑ Merchant Account Fees
Senate District 15,Rob Woodward,Republican,80,11/24/23,Southwest Chase Card,Wilmington,DE,19886,Other,7890 ∑ Other Banking Fees
Senate District 15,Rob Woodward,Republican,200,11/25/23,Colorado Republican Committee,Greenwood Village,CO,80111,Other,6810 ∑ Registration Fees
Senate District 15,Rob Woodward,Republican,2,11/25/23,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 15,Rob Woodward,Republican,143.76,11/25/23,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,143.76,11/25/23,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,454.8,11/25/23,Sitebuilder,Washington,DC,20006,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,22.95,11/25/23,Sitebuilder,Washington,DC,20006,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,17.43,11/25/23,Sitebuilder,Washington,DC,20006,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,80,11/27/23,Constant Contact,Waltham,MA,02451,Other,7350 ∑ Email Service
Senate District 15,Rob Woodward,Republican,80,12/23/23,Constant Contact,Waltham,MA,02451,Other,7350 ∑ Email Service
Senate District 15,Rob Woodward,Republican,22.95,12/23/23,Sitebuilder,Washington,DC,20006,Other,6410 ∑ Registration & Hosting
Senate District 15,Rob Woodward,Republican,2,12/29/23,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Senate District 17,Pat Miller,Republican,,,,,,,,
Senate District 17,Katie Wallace,Democratic,250,5/29/25,Boulder County Democratic Party,Boulder,CO,80303,Advertising,
Senate District 17,Katie Wallace,Democratic,35.56,6/15/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,54.02,6/25/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,29.63,7/13/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,1.98,7/20/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,12.53,7/27/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,71.92,8/3/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,3.95,8/10/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,92.07,8/17/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,42.59,8/24/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,358.35,8/25/25,Corazon Printing,Broomfield,CO,80020,Advertising,
Senate District 17,Katie Wallace,Democratic,101.37,8/31/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,140,9/5/25,Ana  Shoemate,Denver,CO,80203,Consultant & Professional Services,
Senate District 17,Katie Wallace,Democratic,21.54,9/7/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,28.65,9/14/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,26.67,9/21/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,18.46,9/28/25,Act Blue,Somerville,MA,02144,Bank Fees,
Senate District 17,Katie Wallace,Democratic,1,12/3/25,First Bank,Longmont,CO,80501,Bank Fees,
Senate District 17,Katie Wallace,Democratic,2000,12/6/25,Colorado Democratic Party,Denver,CO,80203,Consultant & Professional Services,
Senate District 17,Katie Wallace,Democratic,1875,12/8/25,Colorado Democratic Party,Denver,CO,80203,Consultant & Professional Services,
Senate District 17,Katie Wallace,Democratic,150,12/17/25,Ana  Shoemate,Denver,CO,80203,Consultant & Professional Services,
