Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Governor,Scott Bottoms,Republican,38.96,11/12/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind - Fuel
Governor,"Kelvin ""K-Man"" Wimberly",Republican,38.96,10/24/25,Mardel Christian And Education,Littleton,CO,80123,Miscellaneous,38.96 Payment For Candy Personally Paid K-Man For At Mardel10/25/2025 Weld County Hoedown Trunk And Treat
Attorney General,Hetal Doshi,Democratic,38.75,12/22/25,New Blue Interactive,Bethesda,MD,20816,Consultant & Professional Services,Digital Services
Governor,Greg Lopez,Unaffiliated,38.63,5/10/25,Loaf N Jug 750094,Arvada,CO,80007,Travel & Lodging,Gas
Governor,Greg Lopez,Unaffiliated,38.62,7/18/25,Circle K,Grand Junction,CO,81501,Travel & Lodging,
Attorney General,Jena Griswold,Democratic,38.6,12/31/25,Democracy Engine,Washington,DC,20001,Fundraising Expenses,Credit Card Processing Fee
Attorney General,Jena Griswold,Democratic,38.47,7/28/25,Amazon,Seattle,WA,98109,Office Equipment & Supplies,Thank You Notes
Governor,Michael Bennet,Democratic,38.4,10/22/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,Victor Marx,Republican,38.39,12/15/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Attorney General,David Seligman,Democratic,38.29,9/18/25,Evergreen Lodge At Vail,Vail,CO,81657,Travel & Lodging,Travel
Governor,Greg Lopez,Unaffiliated,38.13,10/5/25,Stinker Stores,Glenwood Springs,CO,81601,Travel & Lodging,Gas
Attorney General,David Seligman,Democratic,38.05,10/14/25,Next Insurance,Palo Alto,CA,94304,Other,Insurance
Governor,Victor Marx,Republican,38.05,10/27/25,Amazon.Com,Seattle,WA,98109,Miscellaneous,Event Supplies
Secretary of State,Celest Landry,Colorado Forward Party,38,2/25/26,Anedot,New Orleans,LA,70112,Bank Fees,
Secretary of State,Amanda Gonzalez,Democratic,37.85,3/3/25,Squarespace,New York,NY,10014,Other,Website
Secretary of State,Amanda Gonzalez,Democratic,37.85,4/1/25,Squarespace,New York,NY,10014,Other,Website
Secretary of State,Amanda Gonzalez,Democratic,37.85,5/1/25,Squarespace,New York,NY,10014,Other,Website
Secretary of State,Amanda Gonzalez,Democratic,37.85,6/2/25,Squarespace,New York,NY,10014,Other,Website
Secretary of State,Amanda Gonzalez,Democratic,37.85,7/1/25,Squarespace,New York,NY,10014,Other,Website
Secretary of State,Amanda Gonzalez,Democratic,37.85,8/1/25,Squarespace,New York,NY,10014,Other,Website
Secretary of State,Amanda Gonzalez,Democratic,37.85,9/2/25,Squarespace,New York,NY,10014,Other,Website
Secretary of State,Amanda Gonzalez,Democratic,37.85,10/1/25,Squarespace,New York,NY,10014,Other,Website
Secretary of State,Amanda Gonzalez,Democratic,37.85,11/3/25,Squarespace,New York,NY,10014,Other,Website
Secretary of State,Amanda Gonzalez,Democratic,37.56,6/30/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Governor,Greg Lopez,Unaffiliated,37.5,8/25/25,Maverik,Frisco,CO,80443,Travel & Lodging,Gas
Governor,"Kelvin ""K-Man"" Wimberly",Republican,37.5,2/12/26,Circle K,Englewood,CO,80110,Travel & Lodging,Paid Personal Cash For Gas To Travel To Gop Mitchek Event Center Logan County Fairgrounds
Governor,Michael Bennet,Democratic,37.49,12/9/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,Victor Marx,Republican,37.44,12/29/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,37.43,10/2/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,37.4,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,37.37,11/24/25,City Market,Grand Junction,CO,81501,"Food, Beverages and Meals",
Governor,Michael Bennet,Democratic,37.02,6/30/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,37.02,7/28/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,37.02,8/28/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,37.02,9/29/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,37.02,10/28/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,37.02,11/27/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,37.02,12/28/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Attorney General,Hetal Doshi,Democratic,37,10/15/25,City Of Denver,Denver,CO,80202,Other,City Headcount Tax
Governor,Michael Bennet,Democratic,37,9/10/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Governor,Michael Bennet,Democratic,37,12/31/25,Chase  Cromwell,Denver,CO,80201,Travel & Lodging,Reimbursement-Mileage
Governor,"Kelvin ""K-Man"" Wimberly",Republican,37,2/21/26,Circle K,Denver,CO,80223,Travel & Lodging,Paid $37 Personal Cash For Gas To Travel To Fremont County Fairgrounds Lincoln Gop Dinner!
Attorney General,Jena Griswold,Democratic,36.91,10/31/25,Staples,Denver,CO,80246,Office Equipment & Supplies,Printed Materials
Governor,Victor Marx,Republican,36.91,12/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Secretary of State,Jessie Danielson,Democratic,36.81,7/21/25,Denver Post,Denver,CO,80216,Consultant & Professional Services,
Secretary of State,Jessie Danielson,Democratic,36.81,8/20/25,Denver Post,Denver,CO,80216,Consultant & Professional Services,
Secretary of State,Jessie Danielson,Democratic,36.81,9/19/25,Denver Post,Denver,CO,80216,Consultant & Professional Services,
Secretary of State,Amanda Gonzalez,Democratic,36.78,7/6/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Governor,Barb Kirkmeyer,Republican,36.7,10/6/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Governor,Scott Bottoms,Republican,36.65,11/22/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind - Fuel
Governor,Barb Kirkmeyer,Republican,36.6,12/23/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Secretary of State,Celest Landry,Colorado Forward Party,36.33,2/20/26,City Market Fuel Center,Grand Junction,CO,81504,Travel & Lodging,
Attorney General,David Seligman,Democratic,36.32,12/12/25,7-Eleven,Denver,CO,80207,Travel & Lodging,Gas
Governor,Phil Weiser,Democratic,36.24,8/28/25,Stripe,South San Francisco,CA,94080,Fundraising Expenses,Processing Fees
Attorney General,Jena Griswold,Democratic,36.01,9/16/25,Target - Boulder,Boulder,CO,80301,Office Equipment & Supplies,
Governor,Michael Bennet,Democratic,36,11/13/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,36,11/13/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,36,11/25/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,36,11/25/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,36,12/15/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,36,12/30/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,36,12/30/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,36,12/30/25,Drop Inc,Hinsdale,IL,60521,Office Equipment & Supplies,Software
Governor,Barb Kirkmeyer,Republican,36,10/8/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Governor,Greg Lopez,Unaffiliated,36,10/23/25,Buffer Plan,San Francisco,CA,94115,Miscellaneous,Software
Governor,Greg Lopez,Unaffiliated,36,11/24/25,Buffer Plan,San Francisco,CA,94115,Miscellaneous,Software
Governor,Greg Lopez,Unaffiliated,36,12/22/25,Buffer Plan,San Francisco,CA,94115,Miscellaneous,Software
Attorney General,Hetal Doshi,Democratic,35.99,8/13/25,New Blue Interactive,Bethesda,MD,20816,Consultant & Professional Services,
Attorney General,Hetal Doshi,Democratic,35.99,9/15/25,New Blue Interactive,Bethesda,MD,20816,Consultant & Professional Services,
Governor,Greg Lopez,Unaffiliated,35.97,6/30/25,Dropbox,San Francisco,CA,94107,Other,Dropbox-Document Sharing
Governor,Greg Lopez,Unaffiliated,35.97,9/30/25,Dropbox,San Francisco,CA,94107,Other,Computer Program July 1-Sept 30
Secretary of State,Jessie Danielson,Democratic,35.95,8/8/25,San Luis Valley Brewing Company,Alamosa,CO,81101,Travel & Lodging,
Governor,Scott Bottoms,Republican,35.68,10/6/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,Meal With Constituent
Governor,Phil Weiser,Democratic,35.68,12/10/25,Stripe,South San Francisco,CA,94080,Fundraising Expenses,Processing Fees
Governor,Michael Bennet,Democratic,35.62,5/5/25,Barnes & Noble Booksellers,Denver,CO,80202,Office Equipment & Supplies,Office Supplies
Attorney General,Jena Griswold,Democratic,35.6,4/22/25,Deluxe Checks,Shoreview,MN,55126,Office Equipment & Supplies,Banking Supplies
Governor,Victor Marx,Republican,35.46,12/30/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,35.32,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Attorney General,Jena Griswold,Democratic,35.31,7/18/25,Daughter'S Deli,West Hollywood,CA,90069,"Food, Beverages and Meals",
Governor,Greg Lopez,Unaffiliated,35.31,8/6/25,Everyday,Pagosa Springs,CO,81147,Travel & Lodging,Gas
Governor,Greg Lopez,Unaffiliated,35.12,6/20/25,Indian Hills,Yuma,CO,80759,"Food, Beverages and Meals",Lunch-Campaign Staff Yuma
Governor,Greg Lopez,Unaffiliated,35.1,7/31/25,Fedex Office,Parker,CO,80134,Miscellaneous,Campaign Foam Core Mounted Item
Attorney General,Jena Griswold,Democratic,35.05,8/4/25,City Of Denver,Denver,CO,80202,Employee Services,Payroll Taxes
Governor,Greg Lopez,Unaffiliated,35.05,7/22/25,Harland Clarke,San Antonio,TX,78256,Miscellaneous,Business Checks
Attorney General,Hetal Doshi,Democratic,35,11/12/25,Pinnacol Assurance,Denver,CO,80230,Consultant & Professional Services,Worker'S Comp
Attorney General,Hetal Doshi,Democratic,35,12/15/25,Pinnacol Assurance,Denver,CO,80230,Consultant & Professional Services,Worker'S Comp
Attorney General,Jena Griswold,Democratic,35,9/17/25,"Phoneburner, Inc.",Ladera Ranch,CA,92694,Telephone,
Attorney General,Jena Griswold,Democratic,35,10/17/25,"Phoneburner, Inc.",Ladera Ranch,CA,92694,Telephone,
Governor,Phil Weiser,Democratic,34.87,11/24/25,Evan  Barrie-Kivel,Denver,CO,80201,Office Equipment & Supplies,Reimbursement - Office Supplies
Governor,Michael Bennet,Democratic,34.85,5/28/25,Zoom Video Communications,San Jose,CA,95113,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,34.69,12/11/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,34.69,12/11/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,Michael Bennet,Democratic,34.69,12/15/25,"Hover, Inc.",San Francisco,CA,94103,Office Equipment & Supplies,Software
Governor,Scott Bottoms,Republican,34.67,11/7/25,Rory'S Dinner,Parker,CO,80138,"Food, Beverages and Meals",
State Treasurer,Jeff Bridges,Democratic,34.61,10/6/25,Google Inc.,Mountain View,CA,94043,Office Equipment & Supplies,
Governor,Greg Lopez,Unaffiliated,34.55,11/7/25,Order Up,Rifle,CO,81650,"Food, Beverages and Meals",Campaign Staff-Meal
Governor,Barb Kirkmeyer,Republican,34.52,9/9/25,Home Depot,Broomfield,CO,80020,Other,5190 ∑ Other Event Expense
Attorney General,David Seligman,Democratic,34.42,12/8/25,Next Insurance,Palo Alto,CA,94304,Other,Insurance
Governor,Scott Bottoms,Republican,34.42,12/11/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind - Fuel
Attorney General,Jena Griswold,Democratic,34.32,9/2/25,Wal-Mart,Bentonville,AR,72716,Office Equipment & Supplies,
Governor,Greg Lopez,Unaffiliated,34.3,11/8/25,Maverik,Avon,CO,81620,Travel & Lodging,Gas
Governor,Scott Bottoms,Republican,34.29,9/25/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,Victor Marx,Republican,34.1,12/2/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,34.07,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,34.07,11/6/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Scott Bottoms,Republican,34.01,6/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Governor,Scott Bottoms,Republican,34.01,7/8/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Governor,Scott Bottoms,Republican,34.01,8/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Governor,Scott Bottoms,Republican,34.01,9/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Office Subscriptions
Governor,Scott Bottoms,Republican,34.01,10/6/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Governor,Scott Bottoms,Republican,34.01,11/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Governor,Scott Bottoms,Republican,34.01,12/4/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Governor,Barb Kirkmeyer,Republican,34.01,10/28/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
Secretary of State,Amanda Gonzalez,Democratic,34.01,10/5/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Governor,Greg Lopez,Unaffiliated,33.99,11/2/25,Google,Mountain View,CA,94043,Miscellaneous,Software-Teleprompter
Governor,Victor Marx,Republican,33.88,12/31/25,Servisfirst Bank,Birmingham,AL,35201,Bank Fees,
Governor,Scott Bottoms,Republican,33.84,11/10/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind - Fuel
Governor,Victor Marx,Republican,33.84,12/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Attorney General,David Seligman,Democratic,33.74,10/20/25,Next Insurance,Palo Alto,CA,94304,Other,Insurance
Governor,Scott Bottoms,Republican,33.6,2/16/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Bd. Ed. District 01,Lisa Esc�rcega,Democratic,33.58,7/27/25,Actblue,Boston,MA,02196,Bank Fees,
Governor,Scott Bottoms,Republican,33.55,9/17/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Governor,Scott Bottoms,Republican,33.31,9/18/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Governor,Scott Bottoms,Republican,33.26,11/22/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In-Kind
Governor,Scott Bottoms,Republican,33.15,11/29/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind - Tolls For Campaign Travel
Governor,Greg Lopez,Unaffiliated,33,7/3/25,Murphy Express 8796,Elizabeth,CO,80107,Travel & Lodging,Gas
Attorney General,Jena Griswold,Democratic,32.93,8/29/25,First Bank,Lakewood,CO,80214,Bank Fees,
Governor,Scott Bottoms,Republican,32.87,11/10/25,Scott  Bottoms,Colorado Springs,CO,80923,"Food, Beverages and Meals",In-Kind - Meal
Governor,Victor Marx,Republican,32.81,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Secretary of State,Amanda Gonzalez,Democratic,32.62,7/27/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Secretary of State,Amanda Gonzalez,Democratic,32.45,11/16/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Processing Fee
Governor,Scott Bottoms,Republican,32.32,10/29/25,Printful Inc,Coppell,TX,75019,Other,
Secretary of State,Jessie Danielson,Democratic,32.19,10/12/25,Actblue,Somerville,MA,02144,Bank Fees,
Governor,Victor Marx,Republican,32.1,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,32.1,10/24/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,32.1,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Attorney General,David Seligman,Democratic,32,6/27/25,Amalgamated Bank,New York,NY,10001,Bank Fees,Bank Fees
Secretary of State,Jessie Danielson,Democratic,31.98,8/11/25,The Village Pub,Saguache,CO,81149,Travel & Lodging,
Governor,Michael Bennet,Democratic,31.95,12/29/25,Usps,Superior,CO,80027,Office Equipment & Supplies,Postage
Secretary of State,Jessie Danielson,Democratic,31.95,8/28/25,Grateful Deli,Aspen,CO,81611,Travel & Lodging,
Attorney General,David Seligman,Democratic,31.92,12/22/25,Next Insurance,Palo Alto,CA,94304,Other,Insurance
Governor,Michael Bennet,Democratic,31.9,9/11/25,Chase  Cromwell,Denver,CO,80201,Travel & Lodging,Reimbursement-Parking
Governor,Scott Bottoms,Republican,31.67,12/4/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind -Fuel
Governor,Scott Bottoms,Republican,31.6,10/22/25,Anedot,New Orleans,LA,70112,Other,Credit Card Fees
Governor,Barb Kirkmeyer,Republican,31.53,10/21/25,Dollar Tree,Longmont,CO,80501,Other,5190 ∑ Other Event Expense
CU_District 02,Kubs Lalchandani,Democratic,31.5,12/7/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
Governor,Greg Lopez,Unaffiliated,31.42,7/19/25,Next Page Books,Frisco,CO,80443,Other,Book-Reading Material
Governor,Scott Bottoms,Republican,31.35,9/15/25,Printful Inc,Coppell,TX,75019,Advertising,Printing
Attorney General,Jena Griswold,Democratic,31.12,11/21/25,Office Depot Boulder,Boulder,CO,80301,Office Equipment & Supplies,Printed Materials
Governor,Victor Marx,Republican,31.11,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,31.11,11/3/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,31.11,11/6/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,31.11,11/13/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,31.11,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Attorney General,David Seligman,Democratic,31.03,12/12/25,Uber,San Francisco,CA,94158,Travel & Lodging,Travel
Governor,Scott Bottoms,Republican,30.91,8/1/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Attorney General,Jena Griswold,Democratic,30.9,6/12/25,Democracy Engine,Washington,DC,20001,Fundraising Expenses,Credit Card Processing Fee
Governor,Scott Bottoms,Republican,30.9,10/21/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind - Fuel
Governor,Greg Lopez,Unaffiliated,30.79,6/30/25,Altitude 2709878,Elizabeth,CO,80107,Travel & Lodging,Gas-Elizabeth
Governor,Victor Marx,Republican,30.76,10/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Scott Bottoms,Republican,30.71,11/25/25,Scott  Bottoms,Colorado Springs,CO,80923,Travel & Lodging,In-Kind - Fuel
Governor,Michael Bennet,Democratic,30.63,8/21/25,Village Market,Edwards,CO,81632,"Food, Beverages and Meals",Event - Food/Drink
Governor,Greg Lopez,Unaffiliated,30.53,5/29/25,Apple Ridge Cafe,Wheatridge,CO,80033,"Food, Beverages and Meals",Lunch-Campaign Staff
Governor,Victor Marx,Republican,30.52,10/26/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.52,10/26/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.52,10/28/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.52,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.52,12/5/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Michael Bennet,Democratic,30.5,6/27/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
Secretary of State,Celest Landry,Colorado Forward Party,30.5,3/11/26,Anedot,New Orleans,LA,70112,Bank Fees,
Attorney General,Jena Griswold,Democratic,30.41,9/15/25,The Parthenon,San Francisco,CA,94102,"Food, Beverages and Meals",
Governor,Scott Bottoms,Republican,30.4,10/2/25,Anedot,New Orleans,LA,70112,Miscellaneous,Credit Card Fees
Governor,Victor Marx,Republican,30.36,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.36,11/1/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Phil Weiser,Democratic,30.33,6/25/25,Evan  Barrie-Kivel,Denver,CO,80201,Office Equipment & Supplies,Reimbursement - Office Supplies And Printing
Attorney General,David Willson,Republican,30.3,4/17/26,Anedot,New Orleans,LA,70112-5204,Bank Fees,
Governor,Victor Marx,Republican,30.13,10/21/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/21/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/26/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/28/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/28/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/29/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,10/29/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,11/10/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,11/12/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,11/24/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,11/24/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,11/26/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,12/11/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Victor Marx,Republican,30.13,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,Scott Bottoms,Republican,30.07,8/4/25,Multitude Media,Colorado Springs,CO,80922,Advertising,
Attorney General,Jena Griswold,Democratic,30,8/4/25,"Phoneburner, Inc.",Ladera Ranch,CA,92694,Telephone,
Attorney General,Jena Griswold,Democratic,30,8/18/25,"Phoneburner, Inc.",Ladera Ranch,CA,92694,Telephone,
Attorney General,Jena Griswold,Democratic,30,12/17/25,Fire Restaurant,Denver,CO,80203,"Food, Beverages and Meals",
Governor,Michael Bennet,Democratic,30,5/29/25,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
Governor,Scott Bottoms,Republican,30,10/10/25,Scott  Bottoms,Colorado Springs,CO,80923,Advertising,Monthly Canva Fee
Governor,Scott Bottoms,Republican,30,11/10/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In-Kind - Software
Governor,Scott Bottoms,Republican,30,12/10/25,Scott  Bottoms,Colorado Springs,CO,80923,Office Equipment & Supplies,In-Kind - Software
Governor,Barb Kirkmeyer,Republican,30,11/20/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Governor,Barb Kirkmeyer,Republican,30,12/9/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Governor,Phil Weiser,Democratic,30,8/25/25,Canva,Surry Hills,NS,2010,Other,Software
Governor,Phil Weiser,Democratic,30,9/25/25,Canva,Surry Hills,NS,2010,Other,Software
Governor,"Kelvin ""K-Man"" Wimberly",Republican,30,2/16/26,Morgan County Republican Central Committee,Weldona,CO,80653,"Food, Beverages and Meals","$30 Cash Personally Paid! Entry Fee For President Day Dinner At Mark Arndt Center Morgan County Fairgrounds, 750 Ellsworth Street, Brush Colorado!"
State Treasurer,Kevin Grantham,Republican,30,12/31/25,First Bank,Denver,CO,80203,Bank Fees,Bank Fees
Secretary of State,Celest Landry,Colorado Forward Party,29.98,1/8/26,Tierranet,San Diego,CA,92150,Consultant & Professional Services,
Governor,Scott Bottoms,Republican,29.95,8/31/25,Winred,Arlington,VA,22203,Other,Credit Card Fees
Attorney General,David Seligman,Democratic,29.92,12/12/25,Uber,San Francisco,CA,94158,Travel & Lodging,Travel
